UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2018,1,4958,Decatur Utilities,AL,Municipal,Final,3883,41175,22527,2709,27451,4029,2304,44296,12,0,0,0,8896,112922,26568
2018,1,6422,City of Florence - (AL),AL,Municipal,Final,7866,81675,40294,4158,39798,8968,596,9660,8,0,0,0,12620,131133,49270
2018,1,9094,City of Huntsville - (AL),AL,Municipal,Final,31737,321112,161259,17406,179716,21878,2798,43204,30,0,0,0,51941,544032,183167
2018,1,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,7134,64362,34993,2947,23672,8441,3685,68853,21,0,0,0,13766,156887,43455
2018,1,17252,Singing River Elec Cooperative,AL,Cooperative,Final,60.175,533.804,316,5.644,50.94,15,0,0,0,0,0,0,65.819,584.744,331
2018,1,18642,Tennessee Valley Authority,AL,Federal,Final,0,0,0,2419,34600,1,15818,412282,9,0,0,0,18237,446882,10
2018,1,88888,Total EPM,AL,,Final,432390.588,3755384.435,2224324,227313.993,2018820.454,370494,168222.06,2797254.395,7294,0,0,0,827926.641,8571459.284,2602112
2018,1,0,Adjustment 2018,AR,,Final,52283.208,562729.408,376139,19466.246,219326.66,50445,17297.92,236445.034,8965,-0.005,0.028,0,89047.369,1018501.13,435549
2018,1,814,Entergy Arkansas LLC,AR,Investor Owned,Final,89373.82,913724.439,592369,42936.595,498653.403,94784,37269.445,604633.609,23722,1.175,11.04,1,169581.035,2017022.491,710876
2018,1,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,8510.601,82074.63,51152,1344.672,13237.659,3800,1147.444,20057.508,31,0,0,0,11002.717,115369.797,54983
2018,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,11968.921,131191.876,80978,2349.358,29372.308,5602,1452.111,25353.579,42,0,0,0,15770.39,185917.763,86622
2018,1,5860,Empire District Electric Co,AR,Investor Owned,Final,553.412,4707.495,3816,275.386,3019.714,780,464.455,6773.931,9,0,0,0,1293.253,14501.14,4605
2018,1,6342,First Electric Coop Corp,AR,Cooperative,Final,14569.126,166773.726,86485,1611.7,18055.719,5848,1803.219,33770.113,978,0,0,0,17984.045,218599.558,93311
2018,1,12681,Mississippi County Electric Co,AR,Cooperative,Final,488.662,8794.059,3296,122.737,2091.098,722,15264.681,277060.223,788,0,0,0,15876.08,287945.38,4806
2018,1,13718,City of North Little Rock - (AR),AR,Municipal,Final,3121,30150,33433,2110,20283,4963,1542,18777,131,3,25,1,6776,69235,38528
2018,1,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,Final,6061.982,88972.474,55757,4860.75,67920.3,10837,4053.527,78194.457,375,0,0,0,14976.259,235087.231,66969
2018,1,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,11931,131043,100878,8154,101184,18077,6148,91346,597,0,0,0,26233,323573,119552
2018,1,88888,Total EPM,AR,,Final,198861.732,2120161.107,1384303,83231.444,973143.861,195858,86442.802,1392411.454,35638,4.17,36.068,2,368540.148,4485752.49,1615801
2018,1,0,Adjustment 2018,AZ,,Final,14692.579,114627.568,115844,12758.905,126691.385,24873,6979.524,116379.44,3362,-0.035,0.098,0,34430.973,357698.491,144079
2018,1,176,Ajo Improvement Co,AZ,Investor Owned,Final,32.99,289,784,18.09,167,204,0,0,0,0,0,0,51.08,456,988
2018,1,803,Arizona Public Service Co,AZ,Investor Owned,Final,114610,856364,1097010,101314,907787,130365,12443,162223,3869,0,0,0,228367,1926374,1231244
2018,1,12919,Morenci Water and Electric,AZ,Investor Owned,Final,142.15,1696.2,2268,118.27,1514.8,388,9216.17,222023.4,2,0,0,0,9476.59,225234.4,2658
2018,1,13314,Navajo Tribal Utility Authority,AZ,State,Final,1647,15282,25891,1980,16684,3349,1234,11009,3,0,0,0,4861,42975,29243
2018,1,16572,Salt River Project,AZ,Political Subdivision,Final,80445,772289,944724,67569.49,833721.02,102203,18162,360417,49,33,391,1,166209.49,1966818.02,1046977
2018,1,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,4567.38,30825.1,44340,1893.83,13921.52,2102,308.24,3664.83,29,0,0,0,6769.45,48411.45,46471
2018,1,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,6595.117,64238.712,85168,4417.655,42717.577,11555,821.949,11371.616,7,0,0,0,11834.721,118327.905,96730
2018,1,21538,"Mohave Electric Cooperative, I",AZ,Cooperative,Final,2779.4,24069.3,36732,1432.1,14440.9,4150,467.3,6673.7,21,0,0,0,4678.8,45183.9,40903
2018,1,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,31215.875,240972.618,382932,17605.249,140735.704,40439,18414.781,246123.835,512,14.978,127.375,1,67250.883,627959.532,423884
2018,1,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,20.158,235,308,154.477,1975,125,4.655,143,28,0,0,0,179.29,2353,461
2018,1,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0,0,0,480.434,21676.505,12,245.693,15416.083,6,0,0,0,726.127,37092.588,18
2018,1,57313,SolarCity Corporation,AZ,Behind the Meter,Final,4218.802,29138.852,39202,484.73,5438.09,814,0,0,0,0,0,0,4703.532,34576.942,40016
2018,1,59086,"Constellation Solar Holding, LLC",AZ,Behind the Meter,Final,0,0,0,422.85,4028.54,9,0,0,0,0,0,0,422.85,4028.54,9
2018,1,59139,SunEdison LLC,AZ,Behind the Meter,Final,0,0,0,31.89,443.06,15,0,0,0,0,0,0,31.89,443.06,15
2018,1,59579,Sunnova,AZ,Behind the Meter,Final,216.047,960.728,1410,0,0,0,0,0,0,0,0,0,216.047,960.728,1410
2018,1,59580,"SunPower Capital, LLC",AZ,Behind the Meter,Final,844.045,7662.26,7160,0,0,0,0,0,0,0,0,0,844.045,7662.26,7160
2018,1,59624,"Vivint Solar, Inc.",AZ,Behind the Meter,Final,362.749,2740.638,3196,0,0,0,0,0,0,0,0,0,362.749,2740.638,3196
2018,1,59647,Sunrun Inc.,AZ,Behind the Meter,Final,1799.471,8928.933,12199,0,0,0,0,0,0,0,0,0,1799.471,8928.933,12199
2018,1,59738,"SunPower Capital Services, LLC",AZ,Behind the Meter,Final,129.79,1010.46,1132,0,0,0,0,0,0,0,0,0,129.79,1010.46,1132
2018,1,59943,Spruce Finance,AZ,Behind the Meter,Final,112.725,441.47,976,0,0,0,0,0,0,0,0,0,112.725,441.47,976
2018,1,60025,Greenbacker Renewable Energy Corporation,AZ,Behind the Meter,Final,48.456,467.056,489,7.085,116.149,4,0,0,0,0,0,0,55.541,583.205,493
2018,1,60981,"TerraForm US Energy Services, LLC",AZ,Behind the Meter,Final,0,0,0,109.379,1034.74,28,0,0,0,0,0,0,109.379,1034.74,28
2018,1,61098,Longroad Energy,AZ,Behind the Meter,Final,0,0,0,11.05,100.19,1,0,0,0,0,0,0,11.05,100.19,1
2018,1,61823,"Greenskies Renewable Energy, LLC",AZ,,Final,0,0,0,27.5,287.7,1,0,0,0,0,0,0,27.5,287.7,1
2018,1,88888,Total EPM,AZ,,Final,264479.734,2172238.895,2801765,210836.984,2133480.88,320637,68297.312,1155444.904,7888,47.943,518.473,2,543661.973,5461683.152,3130292
2018,1,0,Adjustment 2018,CA,,Final,178886.755,934603.296,1490749,302492.75,2243900.169,281485,144396.726,1451038.652,4444,1719.972,33767.149,1,627496.203,4663309.266,1776679
2018,1,4390,City of Corona - (CA),CA,Municipal,Final,58.272,399.517,992,422.983,3351.178,494,276.364,2784.143,9,0,0,0,757.619,6534.838,1495
2018,1,9216,Imperial Irrigation District,CA,Political Subdivision,Final,12108,92141,132875,13980,116569,21012,968,4671,870,0,0,0,27056,213381,154757
2018,1,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,108239.159,641265.983,1333823,153685.171,985920.286,87778,18550.279,123409.89,9150,1184.609,8434.666,2,281659.218,1759030.825,1430753
2018,1,12745,Modesto Irrigation District,CA,Political Subdivision,Final,11895.512,71616.518,98069,8027.411,59841.907,29244,5125.836,54095.66,151,0,0,0,25048.759,185554.085,127464
2018,1,14328,Pacific Gas & Electric Co.,CA,Investor Owned,Final,417711,2002446,3813889,303424,1727339,460918,118659,889880,96264,0,0,0,839794,4619665,4371071
2018,1,14354,PacifiCorp,CA,Investor Owned,Final,6292.441,39953.272,35793,3294.845,21831.076,7460,329.589,2860.362,1930,0,0,0,9916.875,64644.71,45183
2018,1,14534,City of Pasadena - (CA),CA,Municipal,Final,4835.081,25714.768,55873,9276.352,53880.03,8486,0,0,0,109.014,752.871,1,14220.447,80347.669,64360
2018,1,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,54951.745,422133.241,555071,34632.984,271640.17,67653,13777.219,144560.405,2586,286.821,2725.063,1,103648.769,841058.879,625311
2018,1,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,138977.654,568359.158,1287352,110988.212,521496.632,154090,31182.774,180290.842,445,798.069,4940,4,281946.709,1275086.632,1441891
2018,1,16612,City & County of San Francisco,CA,Municipal,Final,12.98,68.67,285,8289.41,74540.75,3176,27.63,629.24,1,659.8,8510.36,1,8989.82,83749.02,3463
2018,1,16655,City of Santa Clara - (CA),CA,Municipal,Final,2803.868,22902.663,46857,1271.296,7555.031,6135,33331.237,295680.537,1679,13.042,72.75,1,37419.443,326210.981,54672
2018,1,17609,Southern California Edison Co,CA,Investor Owned,Final,425827,2341629,4362915,375535,3001607,585478,46442,467293,30716,0,0,0,847804,5810529,4979109
2018,1,17612,Bear Valley Electric Service,CA,Investor Owned,Final,2424.09,8217.088,22741,813.834,3081.039,1503,503.432,2103.2,7,0,0,0,3741.356,13401.327,24251
2018,1,18260,Surprise Valley Electrification,CA,Cooperative,Final,351.829,4134.027,2825,89.407,986.357,914,32.282,333.186,976,0,0,0,473.518,5453.57,4715
2018,1,19281,Turlock Irrigation District,CA,Political Subdivision,Final,9142,60036,77535,4828,40475,20298,5608,50175,4494,0,0,0,19578,150686,102327
2018,1,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,1.26,9.7,12,0.09,0.248,2,0.85,9.435,30,0,0,0,2.2,19.383,44
2018,1,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0,0,0,3172.706,100869.09,33,2349.836,117929.546,46,16.391,515,1,5538.933,219313.636,80
2018,1,57313,SolarCity Corporation,CA,Behind the Meter,Final,10814.71,51270.95,136410,1718.41,13369.13,3350,0,0,0,0,0,0,12533.12,64640.08,139760
2018,1,59086,"Constellation Solar Holding, LLC",CA,Behind the Meter,Final,0,0,0,521.14,3333.25,21,4.35,43.43,2,0,0,0,525.49,3376.68,23
2018,1,59139,SunEdison LLC,CA,Behind the Meter,Final,0,0,0,23.07,145.09,6,0,0,0,0,0,0,23.07,145.09,6
2018,1,59557,RGS Energy,CA,Behind the Meter,Final,6.75,20.381,42,0,0,0,0,0,0,0,0,0,6.75,20.381,42
2018,1,59579,Sunnova,CA,Behind the Meter,Final,1503.843,5067.909,12850,0,0,0,0,0,0,0,0,0,1503.843,5067.909,12850
2018,1,59580,"SunPower Capital, LLC",CA,Behind the Meter,Final,4695.848,18885.57,30415,0,0,0,0,0,0,0,0,0,4695.848,18885.57,30415
2018,1,59622,"Ahana Renewables, LLC",CA,Behind the Meter,Final,0,0,0,134.55,591.79,25,0,0,0,0,0,0,134.55,591.79,25
2018,1,59624,"Vivint Solar, Inc.",CA,Behind the Meter,Final,2381.183,14673.301,44439,0,0,0,0,0,0,0,0,0,2381.183,14673.301,44439
2018,1,59647,Sunrun Inc.,CA,Behind the Meter,Final,10011.106,25180.08,57455,0,0,0,0,0,0,0,0,0,10011.106,25180.08,57455
2018,1,59738,"SunPower Capital Services, LLC",CA,Behind the Meter,Final,575.26,1631.49,3457,0,0,0,0,0,0,0,0,0,575.26,1631.49,3457
2018,1,59943,Spruce Finance,CA,Behind the Meter,Final,1249.892,6907.904,14215,0,0,0,0,0,0,0,0,0,1249.892,6907.904,14215
2018,1,60025,Greenbacker Renewable Energy Corporation,CA,Behind the Meter,Final,94.185,598.098,1274,11.544,90.916,9,0,0,0,0,0,0,105.729,689.014,1283
2018,1,60981,"TerraForm US Energy Services, LLC",CA,Behind the Meter,Final,0,0,0,259.821,1598.437,77,0,0,0,0,0,0,259.821,1598.437,77
2018,1,61098,Longroad Energy,CA,Behind the Meter,Final,0,0,0,392.28,2356.16,151,0,0,0,0,0,0,392.28,2356.16,151
2018,1,61823,"Greenskies Renewable Energy, LLC",CA,,Final,0,0,0,112.1,1267,1,0,0,0,0,0,0,112.1,1267,1
2018,1,88888,Total EPM,CA,,Final,1405851.423,7359865.584,13618213,1337397.366,9257635.736,1739799,421565.404,3787787.528,153800,4787.718,59717.859,12,3169601.911,20465006.707,15511824
2018,1,0,Adjustment 2018,CO,,Final,39161.311,301642.423,428590,27581.703,265310.431,71634,26314.812,321588.496,9055,0,0,0,93057.826,888541.35,509279
2018,1,3989,City of Colorado Springs - (CO),CO,Municipal,Final,16598.517,127637,194448,8132.131,92838,33866,15787.583,152425,1595,0,0,0,40518.231,372900,229909
2018,1,6604,City of Fort Collins - (CO),CO,Municipal,Final,4858.594,50728.474,64479,3441.078,41931.675,9275,2549.381,40295.152,14,0,0,0,10849.053,132955.301,73768
2018,1,9336,Intermountain Rural Elec Assn,CO,Cooperative,Final,17291,133320,142177,5991,52356,12738,761,8847,60,0,0,0,24043,194523,154975
2018,1,10066,K C Electric Association,CO,Cooperative,Final,486,3818,3288,919,7823,2465,9,74,712,0,0,0,1414,11715,6465
2018,1,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,124.783,1663.516,1553,187.734,2519.576,645,2595.856,39443.542,77,0,0,0,2908.373,43626.634,2275
2018,1,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,4847.567,42211.454,36434,2572.772,22326.435,4224,3887.647,52610.79,248,0,0,0,11307.986,117148.679,40906
2018,1,15466,Public Service Co of Colorado,CO,Investor Owned,Final,89548.859,859385,1254871,91893.539,1088294,214664,31008.893,538536,333,689.306,7992,1,213140.597,2494207,1469869
2018,1,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,1145,7122,8520,597,4345,1406,422,522,2623,0,0,0,2164,11989,12549
2018,1,19499,"United Power, Inc",CO,Cooperative,Final,8515.434,63215.075,73320,5280.933,48369.931,9608,6713.196,81377.37,714,0,0,0,20509.563,192962.376,83642
2018,1,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0,0,0,173.443,5881.634,8,8.327,229.026,2,0,0,0,181.77,6110.66,10
2018,1,27058,"High West Energy, Inc",CO,Cooperative,Final,87,670,642,36,291,19,1142,10093,353,0,0,0,1265,11054,1014
2018,1,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,Final,8592.162,55668,84385,8702.913,70000,11860,3239.983,34565,54,0,0,0,20535.058,160233,96299
2018,1,57313,SolarCity Corporation,CO,Behind the Meter,Final,643.225,4563.73,12637,118.96,1149.76,1001,0,0,0,0,0,0,762.185,5713.49,13638
2018,1,59139,SunEdison LLC,CO,Behind the Meter,Final,0,0,0,10.17,147.85,3,0,0,0,0,0,0,10.17,147.85,3
2018,1,59579,Sunnova,CO,Behind the Meter,Final,1.52,8.823,32,0,0,0,0,0,0,0,0,0,1.52,8.823,32
2018,1,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,28.932,352.52,516,0,0,0,0,0,0,0,0,0,28.932,352.52,516
2018,1,59647,Sunrun Inc.,CO,Behind the Meter,Final,223.637,1063.159,2630,0,0,0,0,0,0,0,0,0,223.637,1063.159,2630
2018,1,59738,"SunPower Capital Services, LLC",CO,Behind the Meter,Final,41.16,334.28,637,0,0,0,0,0,0,0,0,0,41.16,334.28,637
2018,1,59943,Spruce Finance,CO,Behind the Meter,Final,37.029,369.96,760,0,0,0,0,0,0,0,0,0,37.029,369.96,760
2018,1,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,17.426,137.938,676,10.85,226.232,27,0,0,0,0,0,0,28.276,364.17,703
2018,1,60981,"TerraForm US Energy Services, LLC",CO,Behind the Meter,Final,0,0,0,3.865,79.969,13,0,0,0,0,0,0,3.865,79.969,13
2018,1,61098,Longroad Energy,CO,Behind the Meter,Final,0,0,0,23.18,328.39,16,0,0,0,0,0,0,23.18,328.39,16
2018,1,88888,Total EPM,CO,,Final,192249.156,1653911.352,2310595,155676.271,1704218.883,373472,94439.678,1280606.376,15840,689.306,7992,1,443054.411,4646728.611,2699908
2018,1,0,Adjustment 2018,CT,,Final,89393.837,432500.593,405989,130630.109,795766.772,68121,26213.696,178125.95,2420,2542.33,14813.18,3,248779.972,1421206.495,476533
2018,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,154668.71,805916.246,843571,35231.694,181421.958,65829,4609.613,18897.23,1720,0,0,0,194510.017,1006235.434,911120
2018,1,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,1884.288,12678.266,12032,1389.637,10099.755,1616,1839.327,19752.249,15,0,0,0,5113.252,42530.27,13663
2018,1,19497,United Illuminating Co,CT,Investor Owned,Final,32408.938,133011.031,203133,6886.256,36939.063,13844,558.119,3166.37,237,0,0,0,39853.313,173116.464,217214
2018,1,20038,Town of Wallingford - (CT),CT,Municipal,Final,3360.565,25908.781,21347,2340.624,19764.31,3632,1311.999,11573.629,26,0,0,0,7013.188,57246.72,25005
2018,1,57313,SolarCity Corporation,CT,Behind the Meter,Final,572.494,3610.58,8236,65.15,638.743,845,0,0,0,0,0,0,637.644,4249.323,9081
2018,1,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0,0,0,2.74,22.85,1,.,.,.,0,0,0,2.74,22.85,1
2018,1,59139,SunEdison LLC,CT,Behind the Meter,Final,0,0,0,5.34,32.39,3,0,0,0,0,0,0,5.34,32.39,3
2018,1,59579,Sunnova,CT,Behind the Meter,Final,116.564,394.423,1189,0,0,0,0,0,0,0,0,0,116.564,394.423,1189
2018,1,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,32.542,166.709,254,0,0,0,0,0,0,0,0,0,32.542,166.709,254
2018,1,59624,"Vivint Solar, Inc.",CT,Behind the Meter,Final,59.005,425.378,1526,0,0,0,0,0,0,0,0,0,59.005,425.378,1526
2018,1,59647,Sunrun Inc.,CT,Behind the Meter,Final,436.102,1072.307,3761,0,0,0,0,0,0,0,0,0,436.102,1072.307,3761
2018,1,59943,Spruce Finance,CT,Behind the Meter,Final,13.544,108.224,181,0,0,0,0,0,0,0,0,0,13.544,108.224,181
2018,1,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,14.55,198.119,596,4.633,27.084,3,0,0,0,0,0,0,19.183,225.203,599
2018,1,60981,"TerraForm US Energy Services, LLC",CT,Behind the Meter,Final,0,0,0,5.764,52.444,7,0,0,0,0,0,0,5.764,52.444,7
2018,1,61098,Longroad Energy,CT,Behind the Meter,Final,0,0,0,6,54.6,7,0,0,0,0,0,0,6,54.6,7
2018,1,61823,"Greenskies Renewable Energy, LLC",CT,,Final,0,0,0,111.6,1153.5,5,0,0,0,0,0,0,111.6,1153.5,5
2018,1,88888,Total EPM,CT,,Final,282961.139,1415990.657,1501815,176679.547,1045973.469,153913,34532.754,231515.428,4418,2542.33,14813.18,3,496715.77,2708292.734,1660149
2018,1,0,Adjustment 2018,DC,,Final,7517.765,50904.987,41265,69015.677,584737.583,9644,1204.95,14582.032,1,2124.17,21197.928,3,79862.562,671422.53,50913
2018,1,15270,Potomac Electric Power Co,DC,Investor Owned,Final,24301.5,207795.14,229156,14064.324,113186.804,16575,0,0,0,0,0,0,38365.824,320981.944,245731
2018,1,57313,SolarCity Corporation,DC,Behind the Meter,Final,14.43,111.112,504,0,0,0,0,0,0,0,0,0,14.43,111.112,504
2018,1,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0,0,0,2.29,25.34,1,0,0,0,0,0,0,2.29,25.34,1
2018,1,59647,Sunrun Inc.,DC,Behind the Meter,Final,0.465,3.986,14,0,0,0,0,0,0,0,0,0,0.465,3.986,14
2018,1,88888,Total EPM,DC,,Final,31834.16,258815.225,270939,83082.291,697949.727,26220,1204.95,14582.032,1,2124.17,21197.928,3,118245.571,992544.912,297163
2018,1,0,Adjustment 2018,DE,,Final,9377.849,69593.402,56112,20720.809,224466.682,14617,11021.077,129801.435,669,0,0,0,41119.735,423861.519,71398
2018,1,5027,Delmarva Power,DE,Investor Owned,Final,36872.71,308051.524,252798,9145.572,92797.409,24398,160.153,2226.431,79,0,0,0,46178.435,403075.364,277275
2018,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,14521,141578,85599,2298,22191,10190,0,0,0,0,0,0,16819,163769,95789
2018,1,5335,City of Dover - (DE),DE,Municipal,Final,2483,20858,20445,2187,19680,3572,1895,22384,41,0,0,0,6565,62922,24058
2018,1,13519,City of Newark - (DE),DE,Municipal,Final,1313,8538,11204,838,5904,1436,2014,17943,59,0,0,0,4165,32385,12699
2018,1,57313,SolarCity Corporation,DE,Behind the Meter,Final,301.807,1579.737,3104,1.879,33.373,1,0,0,0,0,0,0,303.686,1613.11,3105
2018,1,59579,Sunnova,DE,Behind the Meter,Final,0.086,0.653,2,0,0,0,0,0,0,0,0,0,0.086,0.653,2
2018,1,59647,Sunrun Inc.,DE,Behind the Meter,Final,33.966,223.325,416,0,0,0,0,0,0,0,0,0,33.966,223.325,416
2018,1,88888,Total EPM,DE,,Final,64903.418,550422.641,429680,35191.26,365072.464,54214,15090.23,172354.866,848,0,0,0,115184.908,1087849.971,484742
2018,1,0,Adjustment 2018,FL,,Final,293995.565,2700001.642,1941276,129310.772,1339647.622,266456,31784.493,374448.937,5491,0.354,5.183,0,455091.184,4414103.384,2213223
2018,1,6452,Florida Power & Light Co,FL,Investor Owned,Final,491552,4279058,4342219,323660,3504830,552387,15563,233291,11602,482,5587,1,831257,8022766,4906209
2018,1,6455,"Duke Energy Florida, LLC",FL,Investor Owned,Final,197667.046,1508901.229,1427041,104766.606,1062068.979,185765,19514.728,235862.332,1981,0,0,0,321948.38,2806832.54,1614787
2018,1,6457,Florida Public Utilities Co,FL,Investor Owned,Final,5220,35753,24564,3339,25654,7485,103,1370,2,0,0,0,8662,62777,32051
2018,1,7801,Gulf Power Co,FL,Investor Owned,Final,71322.367,575305.326,405130,33104.219,312853.463,57277,11727.989,141103.911,255,0,0,0,116154.575,1029262.7,462662
2018,1,9617,JEA,FL,Municipal,Final,69708,621568,408449,34521,345586,55987,17140,212508,197,22,252,1,121391,1179914,464634
2018,1,18454,Tampa Electric Co,FL,Investor Owned,Final,84962.963,751593.191,664322,59740.93,636416.909,84404,12938.923,161768.777,1602,0,0,0,157642.816,1549778.877,750328
2018,1,57313,SolarCity Corporation,FL,Behind the Meter,Final,26.391,286.93,567,28.275,191.843,267,0,0,0,0,0,0,54.666,478.773,834
2018,1,60025,Greenbacker Renewable Energy Corporation,FL,Behind the Meter,Final,0,0,0,6.434,32.996,1,0,0,0,0,0,0,6.434,32.996,1
2018,1,60981,"TerraForm US Energy Services, LLC",FL,Behind the Meter,Final,0,0,0,23.325,76.485,3,0,0,0,0,0,0,23.325,76.485,3
2018,1,61098,Longroad Energy,FL,Behind the Meter,Final,0,0,0,7.47,26.57,1,0,0,0,0,0,0,7.47,26.57,1
2018,1,88888,Total EPM,FL,,Final,1214454.332,10472467.318,9213568,688508.031,7227384.867,1210033,108772.133,1360352.957,21130,504.354,5844.183,2,2012238.85,19066049.325,10444733
2018,1,0,Adjustment 2018,GA,,Final,291045.956,2733439.901,1742315,98900.917,897966.448,212352,45305.676,640891.888,11700,0,-0.021,0,435252.549,4272298.216,1966367
2018,1,3408,City of Chattanooga - (TN),GA,Municipal,Final,2168,20727,9591,506,4370,1154,32,327,1,0,0,0,2706,25424,10746
2018,1,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,23326.812,220086.458,184229,9828.452,103118.101,21908,1136.125,15739.423,136,0,0,0,34291.389,338943.982,206273
2018,1,7140,Georgia Power Co,GA,Investor Owned,Final,343380.896,3110233.304,2188306,296548.678,2857057.956,318931,138230.859,1895400.911,10632,1056.593,14999.854,1,779217.026,7877692.025,2517870
2018,1,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,Final,32119,346439,204922,13463,125296,22098,3986,55522,202,0,0,0,49568,527257,227222
2018,1,59139,SunEdison LLC,GA,Behind the Meter,Final,0,0,0,9.07,69.76,2,0,0,0,0,0,0,9.07,69.76,2
2018,1,60981,"TerraForm US Energy Services, LLC",GA,Behind the Meter,Final,0,0,0,54.267,480.956,5,0,0,0,0,0,0,54.267,480.956,5
