UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2019,1,195,Alabama Power Co,AL,Investor Owned,Final,211405,1727304,1274285,127684,1101556,200476,104667,1883175,6162,0,0,0,443756,4712035,1480923
2019,1,4958,Decatur Utilities,AL,Municipal,Final,3204,30406,22520,2713,25172,4007,2550,45431,12,0,0,0,8467,101009,26539
2019,1,6422,City of Florence - (AL),AL,Municipal,Final,6369.202,59659.978,40637,3666.329,32184.266,8518,1010.677,12450.846,762,0,0,0,11046.208,104295.09,49917
2019,1,9094,City of Huntsville - (AL),AL,Municipal,Final,25166,242075,163413,17302,168292,22069,2706,39821,27,0,0,0,45174,450188,185509
2019,1,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,6707,56516,35088,2974,23164,8499,4026,68813,21,0,0,0,13707,148493,43608
2019,1,17252,Singing River Elec Cooperative,AL,Cooperative,Final,43.235,382.626,319,4.356,38.099,14,0,0,0,0,0,0,47.591,420.725,333
2019,1,18642,Tennessee Valley Authority,AL,Federal,Final,0,0,0,2333,32954,1,17749,436237,10,0,0,0,20082,469191,11
2019,1,88888,Total EPM,AL,,Final,353090.478,3001957.207,2239273,205534.15,1829192.719,368854,153647.668,2788859.292,7211,0,0,0,712272.296,7620009.218,2615338
2019,1,0,Adjustment 2019,AR,,Final,42368.878,444039.893,376765,18410.556,206618.05,51292,16300.075,230543.195,7772,-0.002,0,0,77079.507,881201.138,435829
2019,1,814,Entergy Arkansas LLC,AR,Investor Owned,Final,72128.626,770183.512,594171,42999.916,473746.613,95799,40682.006,622492.908,24222,1.465,13.28,1,155812.013,1866436.313,714193
2019,1,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,7349.333,69928.421,51113,1277.82,13039.508,3916,1179.51,20015.306,37,0,0,0,9806.663,102983.235,55066
2019,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,10152.134,110375.404,82956,2229.064,28920.478,5740,1399.232,24073.697,45,0,0,0,13780.43,163369.579,88741
2019,1,5860,Empire District Electric Co,AR,Investor Owned,Final,507.047,4383.638,3932,284.245,3154.775,797,469.334,6825.023,9,0,0,0,1260.626,14363.436,4738
2019,1,6342,First Electric Coop Corp,AR,Cooperative,Final,12112.148,129283.181,87482,1598.945,16471.287,5888,1831.117,34995.299,997,0,0,0,15542.21,180749.767,94367
2019,1,12681,Mississippi County Electric Co,AR,Cooperative,Final,412.071,6818.932,3278,125.495,2005.89,740,11978.15,256389.556,791,0,0,0,12515.716,265214.378,4809
2019,1,13718,City of North Little Rock - (AR),AR,Municipal,Final,2984,27656,33717,1993,19103,4990,1532,19485,137,3,26,1,6512,66270,38845
2019,1,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,Final,4669.547,74124.643,56097,4465.586,74135.648,10922,3489.388,80062.521,368,0,0,0,12624.521,228322.812,67387
2019,1,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,9670,109202,102056,7568,101535,18243,5461,88568,591,0,0,0,22699,299305,120890
2019,1,88888,Total EPM,AR,,Final,162353.784,1745995.624,1391567,80952.627,938730.249,198327,84321.812,1383450.505,34969,4.463,39.28,2,327632.686,4068215.658,1624865
2019,1,0,Adjustment 2019,AZ,,Final,14801.852,121587.849,106577,12536.109,128659.367,24137,6327.948,109186.439,3344,-0.036,0.061,0,33665.873,359433.716,134058
2019,1,176,Ajo Improvement Co,AZ,Investor Owned,Final,46.04,402,781,22.42,205,214,0,0,0,0,0,0,68.46,607,995
2019,1,803,Arizona Public Service Co,AZ,Investor Owned,Final,133230.89,977751.719,1119848,98071.984,906228.587,131453,13754.496,172296.873,3869,0,0,0,245057.37,2056277.179,1255170
2019,1,12919,Morenci Water and Electric,AZ,Investor Owned,Final,142.29,1710.2,2226,113.41,1450.2,390,8748.9,215138,2,0,0,0,9004.6,218298.4,2618
2019,1,13314,Navajo Tribal Utility Authority,AZ,State,Final,2687,19979,25748,2980,20974,3328,1433,12341,3,0,0,0,7100,53294,29079
2019,1,16572,Salt River Project,AZ,Political Subdivision,Final,88971,887002,959163,67548.1,850996.47,103477,16854,341178,48,43,531,1,173416.1,2079707.47,1062689
2019,1,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,5193.35,35718.73,45570,1869.53,14617.47,2142,246.41,3258.49,29,0,0,0,7309.29,53594.69,47741
2019,1,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,7159.329,72919.779,86340,4972.162,50835.938,11687,735.092,10803.297,7,0,0,0,12866.583,134559.014,98034
2019,1,21538,"Mohave Electric Cooperative, I",AZ,Cooperative,Final,3697.4,29119.9,37138,1816,16331.4,4184,533.4,6206,24,0,0,0,6046.8,51657.3,41346
2019,1,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,33528.976,263763.296,385492,19338.272,153108.159,40571,17483.026,236854.511,509,16.328,132.878,1,70366.602,653858.844,426573
2019,1,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,21.295,249,317,192.957,2655,122,2.524,28,30,0,0,0,216.776,2932,469
2019,1,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0,0,0,118.299,6490.863,16,1122.381,40424.1,5,0,0,0,1240.68,46914.963,21
2019,1,57313,SolarCity Corporation,AZ,Behind the Meter,Final,4771.67,28171.441,39863,590.263,5169.333,832,0,0,0,0,0,0,5361.933,33340.774,40695
2019,1,59086,"Constellation Solar Holding, LLC",AZ,Behind the Meter,Final,0,0,0,437.84,4156.79,9,0,0,0,0,0,0,437.84,4156.79,9
2019,1,59579,Sunnova,AZ,Behind the Meter,Final,210.55,906.736,1395,0,0,0,0,0,0,0,0,0,210.55,906.736,1395
2019,1,59580,"SunPower Capital, LLC",AZ,Behind the Meter,Final,1254.917,10683.906,9880,0,0,0,0,0,0,0,0,0,1254.917,10683.906,9880
2019,1,59624,"Vivint Solar, Inc.",AZ,Behind the Meter,Final,428.06,2973.647,3634,0,0,0,0,0,0,0,0,0,428.06,2973.647,3634
2019,1,59647,Sunrun Inc.,AZ,Behind the Meter,Final,2661.888,13684.167,18765,0,0,0,0,0,0,0,0,0,2661.888,13684.167,18765
2019,1,59738,"SunPower Capital Services, LLC",AZ,Behind the Meter,Final,119.53,961.038,1064,0,0,0,0,0,0,0,0,0,119.53,961.038,1064
2019,1,59943,Spruce Finance,AZ,Behind the Meter,Final,118.253,724.329,1002,0,0,0,0,0,0,0,0,0,118.253,724.329,1002
2019,1,60025,Greenbacker Renewable Energy Corporation,AZ,Behind the Meter,Final,63.225,458.963,489,5.937,97.32,4,0,0,0,0,0,0,69.162,556.283,493
2019,1,60981,"TerraForm US Energy Services, LLC",AZ,Behind the Meter,Final,0,0,0,113.196,1016.51,29,0,0,0,0,0,0,113.196,1016.51,29
2019,1,61098,Longroad Energy,AZ,Behind the Meter,Final,0,0,0,42.505,525.717,16,0,0,0,0,0,0,42.505,525.717,16
2019,1,61823,"Greenskies Renewable Energy, LLC",AZ,Behind the Meter,Final,0,0,0,78,903,1,0,0,0,0,0,0,78,903,1
2019,1,88888,Total EPM,AZ,,Final,299107.515,2468767.7,2845292,210846.984,2164421.124,322612,67241.177,1147714.71,7870,59.292,663.939,2,577254.968,5781567.473,3175776
2019,1,0,Adjustment 2019,CA,,Final,314538.5,1560793.013,2633457,441875.474,3063201.623,481119,154616.263,1493661.722,5801,1684.789,34008.04,1,912715.026,6151664.398,3120378
2019,1,4390,City of Corona - (CA),CA,Municipal,Final,84.543,573.055,1285,394.803,3275.04,531,252.313,2675.029,9,0,0,0,731.659,6523.124,1825
2019,1,9216,Imperial Irrigation District,CA,Political Subdivision,Final,11957,96770,133706,12447,108103,21126,740,4353,830,0,0,0,25144,209226,155662
2019,1,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,123732.413,659776.918,1344720,173082.155,1023914.698,88458,16947.48,98444.22,9215,1470.852,8830.266,2,315232.9,1790966.102,1442395
2019,1,12745,Modesto Irrigation District,CA,Political Subdivision,Final,11828.825,71233.771,99045,7828.578,59304.127,29296,4662.179,46593.834,147,0,0,0,24319.582,177131.732,128488
2019,1,14328,Pacific Gas & Electric Co.,CA,Investor Owned,Final,326507,1546346,2834133,200169,1098590,296013,94845,686499,95190,0,0,0,621521,3331435,3225336
2019,1,14354,PacifiCorp,CA,Investor Owned,Final,6978.737,44820.55,35970,3444.778,23333.86,7509,108.916,704.417,1932,0,0,0,10532.431,68858.827,45411
2019,1,14534,City of Pasadena - (CA),CA,Municipal,Final,4947.566,26222.61,56254,8595.644,50522.476,8492,0,0,0,117.726,807.057,1,13660.936,77552.143,64747
2019,1,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,51175.669,395996.129,560738,34825.403,267776.778,68298,14346.674,148579.77,2573,279.274,2626.843,1,100627.02,814979.52,631610
2019,1,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,142001.239,591337.423,1294240,107455.433,500431.184,152228,28798.714,164816.895,426,822.581,4990,4,279077.967,1261575.502,1446898
2019,1,16612,City & County of San Francisco,CA,Municipal,Final,242.316,1343.42,1025,8716.293,75860.478,321,25.108,553.878,1,633.037,8577.606,1,9616.754,86335.382,1348
2019,1,16655,City of Santa Clara - (CA),CA,Municipal,Final,2808.866,22863.276,47398,1267.417,7509.866,6171,31971.61,283511.169,1649,15.63,88.914,1,36063.523,313973.225,55219
2019,1,17609,Southern California Edison Co,CA,Investor Owned,Final,458817,2985189,4366635,352726,2839451,556214,40447,382708,28875,0,0,0,851990,6207348,4951724
2019,1,17612,Bear Valley Electric Service,CA,Investor Owned,Final,2355.591,9061.866,22854,910.485,3969.093,1503,669.586,3865.304,7,0,0,0,3935.662,16896.263,24364
2019,1,18260,Surprise Valley Electrification,CA,Cooperative,Final,384.044,4127.078,2830,103.274,1057.902,924,25.477,148.169,138,0,0,0,512.795,5333.149,3892
2019,1,19281,Turlock Irrigation District,CA,Political Subdivision,Final,9193,60441,77754,4748,39756,20431,5540,50200,4341,0,0,0,19481,150397,102526
2019,1,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,1.19,9,12,0.09,0.29,2,8.62,95.18,30,0,0,0,9.9,104.47,44
2019,1,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0,0,0,5233.55,86160.833,44,3716.498,194651.25,48,16.535,28,1,8966.583,280840.083,93
2019,1,57313,SolarCity Corporation,CA,Behind the Meter,Final,11605.401,47404.643,141151,1499.609,11588.508,3795,0,0,0,0,0,0,13105.01,58993.151,144946
2019,1,59086,"Constellation Solar Holding, LLC",CA,Behind the Meter,Final,0,0,0,543.51,3399.99,17,5.33,52.98,1,0,0,0,548.84,3452.97,18
2019,1,59557,RGS Energy,CA,Behind the Meter,Final,6.879,18.785,41,0,0,0,0,0,0,0,0,0,6.879,18.785,41
2019,1,59579,Sunnova,CA,Behind the Meter,Final,1752.179,5999.984,15210,0,0,0,0,0,0,0,0,0,1752.179,5999.984,15210
2019,1,59580,"SunPower Capital, LLC",CA,Behind the Meter,Final,5859.902,20598.063,36050,0,0,0,0,0,0,0,0,0,5859.902,20598.063,36050
2019,1,59622,"Ahana Renewables, LLC",CA,Behind the Meter,Final,0,0,0,124.23,532.64,25,0,0,0,0,0,0,124.23,532.64,25
2019,1,59624,"Vivint Solar, Inc.",CA,Behind the Meter,Final,3077.693,18521.445,55482,0,0,0,0,0,0,0,0,0,3077.693,18521.445,55482
2019,1,59647,Sunrun Inc.,CA,Behind the Meter,Final,11073.189,30105.38,70038,0,0,0,0,0,0,0,0,0,11073.189,30105.38,70038
2019,1,59738,"SunPower Capital Services, LLC",CA,Behind the Meter,Final,397.7,1438.626,3046,0,0,0,0,0,0,0,0,0,397.7,1438.626,3046
2019,1,59943,Spruce Finance,CA,Behind the Meter,Final,1251.352,6787.138,15304,0,0,0,0,0,0,0,0,0,1251.352,6787.138,15304
2019,1,60025,Greenbacker Renewable Energy Corporation,CA,Behind the Meter,Final,109.081,464.987,1274,14,112.18,4,0,0,0,0,0,0,123.081,577.167,1278
2019,1,60981,"TerraForm US Energy Services, LLC",CA,Behind the Meter,Final,0,0,0,315.796,2046.34,85,0,0,0,0,0,0,315.796,2046.34,85
2019,1,61098,Longroad Energy,CA,Behind the Meter,Final,0,0,0,457.286,2840.338,157,0,0,0,0,0,0,457.286,2840.338,157
2019,1,61823,"Greenskies Renewable Energy, LLC",CA,Behind the Meter,Final,0,0,0,388,4508,1,0,0,0,0,0,0,388,4508,1
2019,1,88888,Total EPM,CA,,Final,1502686.875,8208243.16,13849652,1367165.808,9277246.244,1742764,397726.768,3562113.817,151213,5040.424,59956.726,12,3272619.875,21107559.947,15743641
2019,1,0,Adjustment 2019,CO,,Final,41590.095,322618.139,435839,35638.092,270369.164,74120,23119.562,300080.509,6816,-0.004,-0.031,0,100347.745,893067.781,516775
2019,1,3989,City of Colorado Springs - (CO),CO,Municipal,Final,17362.767,134753.963,197543,8448.003,96751.938,34487,12826.254,176858.612,1598,0,0,0,38637.024,408364.513,233628
2019,1,6604,City of Fort Collins - (CO),CO,Municipal,Final,4704.818,47356.199,66464,3413.276,41146.941,8832,2506.483,39115.305,15,0,0,0,10624.577,127618.445,75311
2019,1,9336,Intermountain Rural Elec Assn,CO,Cooperative,Final,18038,138939,145634,6452,56699,12977,727,8502,56,0,0,0,25217,204140,158667
2019,1,10066,K C Electric Association,CO,Cooperative,Final,480,3744,3307,1070,9438,2491,5,38,706,0,0,0,1555,13220,6504
2019,1,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,130.435,1765.644,1569,183.249,2487.52,643,2531.816,39181.621,77,0,0,0,2845.5,43434.785,2289
2019,1,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,4815.96,41301.63,37834,2842.299,23840.269,4334,3464.527,39896.222,562,0,0,0,11122.786,105038.121,42730
2019,1,15466,Public Service Co of Colorado,CO,Investor Owned,Final,94600.539,869815,1274268,98133.371,1112786,216075,33210.676,520986,328,809.041,9084,1,226753.627,2512671,1490672
2019,1,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,1288,8315,8587,656,4793,1433,502,645,2612,0,0,0,2446,13753,12632
2019,1,19499,"United Power, Inc",CO,Cooperative,Final,8902.452,69553.093,79333,5556.546,51877.346,10096,7891.231,98873.257,733,0,0,0,22350.229,220303.696,90162
2019,1,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0,0,0,119.159,4834.831,6,9.655,263.433,3,0,0,0,128.814,5098.264,9
2019,1,27058,"High West Energy, Inc",CO,Cooperative,Final,85,645,650,35,299,19,1159,10562,357,0,0,0,1279,11506,1026
2019,1,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,Final,8856.34,50591,85085,8458.493,73898,11887,3089.617,40067,56,0,0,0,20404.45,164556,97028
2019,1,57313,SolarCity Corporation,CO,Behind the Meter,Final,722.861,4760.85,12791,110.144,893.797,1001,0,0,0,0,0,0,833.005,5654.647,13792
2019,1,59139,SunEdison LLC,CO,Behind the Meter,Final,0,0,0,4.983,144.858,3,0,0,0,0,0,0,4.983,144.858,3
2019,1,59579,Sunnova,CO,Behind the Meter,Final,1.042,7.728,32,0,0,0,0,0,0,0,0,0,1.042,7.728,32
2019,1,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,29.046,361.68,531,0,0,0,0,0,0,0,0,0,29.046,361.68,531
2019,1,59647,Sunrun Inc.,CO,Behind the Meter,Final,273.233,1136.178,3258,0,0,0,0,0,0,0,0,0,273.233,1136.178,3258
2019,1,59738,"SunPower Capital Services, LLC",CO,Behind the Meter,Final,38.8,332.146,623,0,0,0,0,0,0,0,0,0,38.8,332.146,623
2019,1,59943,Spruce Finance,CO,Behind the Meter,Final,37.452,378.558,754,0,0,0,0,0,0,0,0,0,37.452,378.558,754
2019,1,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,20.263,133.048,676,9.053,177.52,27,0,0,0,0,0,0,29.316,310.568,703
2019,1,60981,"TerraForm US Energy Services, LLC",CO,Behind the Meter,Final,0,0,0,3.427,69.651,13,0,0,0,0,0,0,3.427,69.651,13
2019,1,61098,Longroad Energy,CO,Behind the Meter,Final,0,0,0,23.629,350.091,16,0,0,0,0,0,0,23.629,350.091,16
2019,1,88888,Total EPM,CO,,Final,201977.103,1696507.856,2354778,171156.724,1750856.926,378460,91042.821,1275068.959,13919,809.037,9083.969,1,464985.685,4731517.71,2747158
2019,1,0,Adjustment 2019,CT,,Final,85549.886,381962.71,368237,140063.825,798904.32,60999,31526.454,213074.793,2299,582.19,2081.958,1,257722.355,1396023.781,431536
2019,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,144410.965,708736.357,873535,30021.098,182153.516,69516,1972.58,14417.793,1689,2060.536,7026.32,1,178465.179,912333.986,944741
2019,1,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,1612.348,10514.902,12032,1298.52,9053.826,1597,1932.54,20217.555,15,0,0,0,4843.408,39786.283,13644
2019,1,19497,United Illuminating Co,CT,Investor Owned,Final,34854.083,130315.557,213197,8661.473,45114.19,15049,408.398,1468.391,228,164.594,931.2,1,44088.548,177829.338,228475
2019,1,20038,Town of Wallingford - (CT),CT,Municipal,Final,2914.3,21467.788,21412,2254.454,18802.129,3660,1310.917,11617.923,26,0,0,0,6479.671,51887.84,25098
2019,1,57313,SolarCity Corporation,CT,Behind the Meter,Final,412.511,2270.006,8396,90.5,846.656,850,0,0,0,0,0,0,503.011,3116.662,9246
2019,1,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0,0,0,3.55,29.55,1,0,0,0,0,0,0,3.55,29.55,1
2019,1,59139,SunEdison LLC,CT,Behind the Meter,Final,0,0,0,2.079,12.423,2,0,0,0,0,0,0,2.079,12.423,2
2019,1,59579,Sunnova,CT,Behind the Meter,Final,328.754,1271.776,3272,0,0,0,0,0,0,0,0,0,328.754,1271.776,3272
2019,1,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,93.705,487.158,808,0,0,0,0,0,0,0,0,0,93.705,487.158,808
2019,1,59624,"Vivint Solar, Inc.",CT,Behind the Meter,Final,103.775,720.974,2327,0,0,0,0,0,0,0,0,0,103.775,720.974,2327
2019,1,59647,Sunrun Inc.,CT,Behind the Meter,Final,508.401,1447.95,4353,0,0,0,0,0,0,0,0,0,508.401,1447.95,4353
2019,1,59943,Spruce Finance,CT,Behind the Meter,Final,14.107,71.888,167,0,0,0,0,0,0,0,0,0,14.107,71.888,167
2019,1,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,39.035,224.638,596,5.824,33.57,3,0,0,0,0,0,0,44.859,258.208,599
2019,1,60981,"TerraForm US Energy Services, LLC",CT,Behind the Meter,Final,0,0,0,9.8,62.503,7,0,0,0,0,0,0,9.8,62.503,7
2019,1,61098,Longroad Energy,CT,Behind the Meter,Final,0,0,0,7.252,49.862,8,0,0,0,0,0,0,7.252,49.862,8
2019,1,61823,"Greenskies Renewable Energy, LLC",CT,Behind the Meter,Final,0,0,0,144,1916,5,0,0,0,0,0,0,144,1916,5
2019,1,88888,Total EPM,CT,,Final,270841.87,1259491.704,1508332,182562.375,1056978.545,151697,37150.889,260796.455,4257,2807.32,10039.478,3,493362.454,2587306.182,1664289
2019,1,0,Adjustment 2019,DC,,Final,7619.782,49587.117,50292,70692.224,578014.066,9897,1043.093,12366.516,1,2660.926,26181.748,3,82016.025,666149.447,60193
2019,1,15270,Potomac Electric Power Co,DC,Investor Owned,Final,22237.636,179966.421,229156,14554.759,108066.263,16575,0,0,0,0,0,0,36792.395,288032.684,245731
2019,1,57313,SolarCity Corporation,DC,Behind the Meter,Final,12.446,86.373,505,0,0,0,0,0,0,0,0,0,12.446,86.373,505
2019,1,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0,0,0,2.71,41.19,2,0,0,0,0,0,0,2.71,41.19,2
2019,1,59647,Sunrun Inc.,DC,Behind the Meter,Final,0.696,3.805,19,0,0,0,0,0,0,0,0,0,0.696,3.805,19
2019,1,88888,Total EPM,DC,,Final,29870.56,229643.716,279972,85249.693,686121.519,26474,1043.093,12366.516,1,2660.926,26181.748,3,118824.272,954313.499,306450
2019,1,0,Adjustment 2019,DE,,Final,7323.108,55506.371,51773,20178.447,235304.152,15156,11168.54,145082.052,707,0,0,0,38670.095,435892.575,67636
2019,1,5027,Delmarva Power,DE,Investor Owned,Final,35114.262,284877.616,260739,10287.852,83636.716,24573,342.04,968.016,69,0,0,0,45744.154,369482.348,285381
2019,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,12209,114284,88193,2143,20085,10563,0,0,0,0,0,0,14352,134369,98756
2019,1,5335,City of Dover - (DE),DE,Municipal,Final,2310,18371,20778,2063,18114,3253,1891,21889,41,0,0,0,6264,58374,24072
2019,1,13519,City of Newark - (DE),DE,Municipal,Final,1257,8093,11237,902,6374,1442,1861,17461,52,0,0,0,4020,31928,12731
2019,1,57313,SolarCity Corporation,DE,Behind the Meter,Final,338.571,1419.816,3265,1.576,27.309,1,0,0,0,0,0,0,340.147,1447.125,3266
2019,1,59579,Sunnova,DE,Behind the Meter,Final,0.328,1.386,5,0,0,0,0,0,0,0,0,0,0.328,1.386,5
2019,1,59647,Sunrun Inc.,DE,Behind the Meter,Final,33.826,184.539,414,0,0,0,0,0,0,0,0,0,33.826,184.539,414
2019,1,88888,Total EPM,DE,,Final,58586.095,482737.728,436404,35575.875,363541.177,54988,15262.58,185400.068,869,0,0,0,109424.55,1031678.973,492261
2019,1,0,Adjustment 2019,FL,,Final,249638.785,2211677.627,1946313,118875.963,1245185.894,262789,29464.257,352124.202,7621,-0.432,-8.345,0,397978.573,3808979.378,2216723
2019,1,6452,Florida Power & Light Co,FL,Investor Owned,Final,448256,3998409,4399109,318032,3532790,558957,15130,234085,11624,568,6899,1,781986,7772183,4969691
2019,1,6455,"Duke Energy Florida, LLC",FL,Investor Owned,Final,186390.397,1370775.889,1534573,109677.127,1091252.393,196796,19449.44,207965.234,1957,0,0,0,315516.964,2669993.516,1733326
2019,1,6457,Florida Public Utilities Co,FL,Investor Owned,Final,3719,24079,24530,3069,23265,7366,268,3750,2,0,0,0,7056,51094,31898
2019,1,7801,Gulf Power Co,FL,Investor Owned,Final,57663.908,448568.579,405455,28977.808,280029.201,57165,9941.032,136190.578,251,0,0,0,96582.748,864788.358,462871
2019,1,9617,JEA,FL,Municipal,Final,51141,447579,416794,31208.962,312706.084,56628,14719.312,212669.877,196,23.038,265.916,1,97092.312,973220.877,473619
2019,1,18454,Tampa Electric Co,FL,Investor Owned,Final,71068.474,663933.702,679288,53736.758,608166.001,84344,10727.161,137423.845,1580,0,0,0,135532.393,1409523.548,765212
2019,1,57313,SolarCity Corporation,FL,Behind the Meter,Final,29.043,322.568,616,28.275,190.261,267,0,0,0,0,0,0,57.318,512.829,883
2019,1,59579,Sunnova,FL,Behind the Meter,Final,0.302,3.022,10,0,0,0,0,0,0,0,0,0,0.302,3.022,10
2019,1,59624,"Vivint Solar, Inc.",FL,Behind the Meter,Final,1.821,3.929,16,0,0,0,0,0,0,0,0,0,1.821,3.929,16
2019,1,59647,Sunrun Inc.,FL,Behind the Meter,Final,21.065,94.933,135,0,0,0,0,0,0,0,0,0,21.065,94.933,135
2019,1,60025,Greenbacker Renewable Energy Corporation,FL,Behind the Meter,Final,0,0,0,6.798,34.86,1,0,0,0,0,0,0,6.798,34.86,1
2019,1,60981,"TerraForm US Energy Services, LLC",FL,Behind the Meter,Final,0,0,0,24.959,80.766,3,0,0,0,0,0,0,24.959,80.766,3
2019,1,61098,Longroad Energy,FL,Behind the Meter,Final,0,0,0,7.305,25.998,1,0,0,0,0,0,0,7.305,25.998,1
2019,1,88888,Total EPM,FL,,Final,1067929.795,9165447.249,9406839,663644.955,7093726.458,1224317,99699.202,1284208.736,23231,590.606,7156.571,2,1831864.558,17550539.014,10654389
2019,1,0,Adjustment 2019,GA,,Final,256857.537,2215369.541,1752362,104516.097,875072.479,214316,50827.598,681051.231,12158,20.02,-0.007,0,412221.252,3771493.244,1978836
2019,1,3408,City of Chattanooga - (TN),GA,Municipal,Final,1518,13700,9598,432,3417,1248,36,338,1,0,0,0,1986,17455,10847
2019,1,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,22717.279,190934.602,186095,9623.19,95343.792,22136,1257.318,16235.463,139,0,0,0,33597.787,302513.857,208370
2019,1,7140,Georgia Power Co,GA,Investor Owned,Final,274233.619,2599074.851,2223286,247448.893,2692796.269,322365,99785.561,1967028.858,10569,714.246,14968.932,1,622182.319,7273868.91,2556221
