UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2014,1,4958,Decatur Utilities,AL,Municipal,Final,3799,40822,22441,2752,27552,4009,2123,46093,11,0,0,0,8674,114467,26461
2014,1,6422,City of Florence - (AL),AL,Municipal,Final,7276.284,77446.391,40016,3664.455,35992.674,7733,954.036,13076.011,757,0,0,0,11894.775,126515.076,48506
2014,1,9094,City of Huntsville - (AL),AL,Municipal,Final,28617,308177,151412,16617,182650,20957,3043,45970,29,0,0,0,48277,536797,172398
2014,1,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,6774,66234,34508,2665,22981,8162,3159,59699,16,0,0,0,12598,148914,42686
2014,1,17252,Singing River Elec Pwr Assn,AL,Cooperative,Final,56.642,497.933,298,5.243,43.506,16,0,0,0,0,0,0,61.885,541.439,314
2014,1,18642,Tennessee Valley Authority,AL,Federal,Final,0,0,0,0,0,0,21375,441772,11,0,0,0,21375,441772,11
2014,1,88888,Total EPM,AL,,Final,404554.219,3785796.503,2158042,213763.809,1999473.482,358783,170763.014,2778202.475,7116,0,0,0,789081.042,8563472.46,2523941
2014,1,0,Adjustment 2014,AR,,Final,45238.088,505568.354,354322,17632.32,209482.438,45157,14475.061,213976.234,8342,0.001,0.09,0,77345.47,929027.116,407821
2014,1,814,Entergy Arkansas Inc,AR,Investor Owned,Final,70156.464,905962.369,585554,34949.98,506189.398,91143,27626.041,509322.943,23650,0.414,3.12,1,132732.899,1921477.83,700348
2014,1,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,8096,83171,49420,1237,13072,3552,1054,22386,22,0,0,0,10387,118629,52994
2014,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,12112.757,132501.702,73814,2196.367,27931.096,5209,1473.886,24425.676,36,0,0,0,15783.01,184858.474,79059
2014,1,5860,Empire District Electric Co,AR,Investor Owned,Final,468.714,4930.49,3634,220.156,2708.172,767,338.027,5758.69,9,0,0,0,1026.897,13397.352,4410
2014,1,6342,First Electric Coop Corp,AR,Cooperative,Final,13241.945,151131.467,82918,1602.301,17015.461,5443,1683.403,33276.655,802,0,0,0,16527.649,201423.583,89163
2014,1,12681,Mississippi County Electric Co,AR,Cooperative,Final,475.511,8685.738,3381,126.284,2223.303,688,14911.061,285515.22,656,0,0,0,15512.856,296424.261,4725
2014,1,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,Final,5239,78413,54753,4231,61220,10458,3993,83094,397,0,0,0,13463,222727,65608
2014,1,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,10478,131519,97223,7719,109993,17573,7128,125163,612,0,0,0,25325,366675,115408
2014,1,88888,Total EPM,AR,,Final,165506.479,2001883.12,1305019,69914.408,949834.868,179990,72682.479,1302918.418,34526,0.415,3.21,1,308103.781,4254639.616,1519536
2014,1,0,Adjustment 2014,AZ,,Final,15363.952,137296.883,173400,12726.095,137162.374,27003,5743.719,97791.811,3052,0,0,0,33833.766,372251.068,203455
2014,1,176,Ajo Improvement Co,AZ,Investor Owned,Final,37.91,463,848,20.46,360,180,6.3,87,1,0,0,0,64.67,910,1029
2014,1,803,Arizona Public Service Co,AZ,Investor Owned,Final,109370,946115,1035860,97615,911667,125071,13505,173267,3713,0,0,0,220490,2031049,1164644
2014,1,12919,Morenci Water and Electric,AZ,Investor Owned,Final,139.42,1655.7,2389,115.91,1486.2,320,7799.58,165670.3,2,0,0,0,8054.91,168812.2,2711
2014,1,13314,Navajo Tribal Utility Authority,AZ,State,Final,2119,20122,28028,2513,20965,3357,1564,18693,3,0,0,0,6196,59780,31388
2014,1,16572,Salt River Project,AZ,Political Subdivision,Final,80829,812965,894229,62296,797391,96858,16043,314592,48,0,0,0,159168,1924948,991135
2014,1,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,4340.21,31018.59,40312,1751.44,12204.42,2262,225.63,2684.46,49,0,0,0,6317.28,45907.47,42623
2014,1,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,6810.5,64506.393,81800,4205.191,41419.056,11235,1724.363,19105.553,20,0,0,0,12740.054,125031.002,93055
2014,1,21538,"Mohave Electric Cooperative, I",AZ,Cooperative,Final,2950.6,24260.1,35335,1612.1,15079.5,4031,459.1,5516.8,17,0,0,0,5021.8,44856.4,39383
2014,1,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,27072.062,261205.651,373270,15038.158,140717.712,39827,17642.682,263264.649,622,0,0,0,59752.902,665188.012,413719
2014,1,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,20.238,238,292,159.45,2111,111,3.394,45,29,0,0,0,183.082,2394,432
2014,1,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0,0,0,422.71,20211.054,12,2255.582,88080.686,19,0,0,0,2678.292,108291.74,31
2014,1,88888,Total EPM,AZ,,Final,249052.892,2299846.317,2665763,198475.514,2100774.316,310267,66972.35,1148798.259,7575,0,0,0,514500.756,5549418.892,2983605
2014,1,0,Adjustment 2014,CA,,Final,72071.083,487696.174,815302,215289.445,1781980.651,155487,144793.082,1468500.172,5767,2285.856,31314.985,2,434439.466,3769491.982,976558
2014,1,4390,City of Corona - (CA),CA,Municipal,Final,34.162,221.658,486,418.441,3521.37,336,208.932,1973.637,8,0,0,0,661.535,5716.665,830
2014,1,9216,Imperial Irrigation District,CA,Political Subdivision,Final,10647,92384,129250,12420,111796,20580,721,4543,891,0,0,0,23788,208723,150721
2014,1,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,93507.149,652890.939,1308995,141641.359,1043584.555,88942,19435.056,147261.63,9441,1836.619,14092.551,2,256420.183,1857829.675,1407380
2014,1,12745,Modesto Irrigation District,CA,Political Subdivision,Final,12156.424,75193.689,95206,8049.614,61056.008,20364,5003.989,52300.934,160,0,0,0,25210.027,188550.631,115730
2014,1,14328,Pacific Gas & Electric Co,CA,Investor Owned,Final,468409,2685650,4563299,312782,2260342,551316,117436,1120409,89963,0,0,0,898627,6066401,5204578
2014,1,14354,PacifiCorp,CA,Investor Owned,Final,5522.807,40788.993,35395,3657.881,28481.869,7425,332.29,3405.462,1948,0,0,0,9512.978,72676.324,44768
2014,1,14534,City of Pasadena - (CA),CA,Municipal,Final,4197.882,28001.526,54618,8184.114,58273.579,8433,0,0,0,111.213,806.863,1,12493.209,87081.968,63052
2014,1,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,55081.014,437886.217,541210,32426.515,283860.629,66634,12277.879,132597.501,2531,238.348,2427.813,1,100023.756,856772.16,610376
2014,1,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,123549.567,651746.956,1252851,93929.271,568850.666,150125,21156.12,160687.114,451,562,8260,4,239196.958,1389544.736,1403431
2014,1,16612,City & County of San Francisco,CA,Municipal,Final,0,0,0,6511.235,76813.359,2059,31.856,587.58,1,415.689,8746.352,1,6958.78,86147.291,2061
2014,1,17609,Southern California Edison Co,CA,Investor Owned,Final,431113,2546258,4341946,388812,3018844,578265,58242,563504,31796,641,5320,1,878808,6133926,4952008
2014,1,17612,Bear Valley Electric Service,CA,Investor Owned,Final,2193.008,8408.69,22116,1030.839,3480.63,1502,505.269,2458.176,8,0,0,0,3729.116,14347.496,23626
2014,1,18260,Surprise Valley Electrification,CA,Cooperative,Final,325.707,4604.653,2827,82.465,1132.714,867,32.159,310.847,811,0,0,0,440.331,6048.214,4505
2014,1,19281,Turlock Irrigation District,CA,Political Subdivision,Final,9071,60828,72488,2413,19115,23880,7711,71087,3961,0,0,0,19195,151030,100329
2014,1,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,2,13.326,12,0.107,0.436,2,0.51,5.7,30,0,0,0,2.617,19.462,44
2014,1,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0,0,0,4203.076,104743.143,35,1902.276,34682.462,45,12.089,276,1,6117.441,139701.605,81
2014,1,88888,Total EPM,CA,,Final,1287880.803,7772572.821,13236001,1231851.362,9425876.609,1676252,389789.418,3764314.215,147812,6102.814,71244.564,13,2915624.397,21034008.209,15060078
2014,1,0,Adjustment 2014,CO,,Final,37729.295,322290.867,426435,23143.706,245528.705,69401,21217.309,279604.34,11164,-0.026,0,0,82090.284,847423.912,507000
2014,1,3989,City of Colorado Springs - (CO),CO,Municipal,Final,15836.927,138439.203,184335,7191.272,91835.099,30105,11173.048,161832.688,1566,0,0,0,34201.247,392106.99,216006
2014,1,6604,City of Fort Collins - (CO),CO,Municipal,Final,4504.472,49031.472,60847,3067.069,41898.524,8525,2084.857,36058.14,16,0,0,0,9656.398,126988.136,69388
2014,1,9336,Intermountain Rural Elec Assn,CO,Cooperative,Final,17225,132090,131773,5531,48163,11933,892,10185,75,0,0,0,23648,190438,143781
2014,1,10066,K C Electric Association,CO,Cooperative,Final,501,3921,3239,948,9083,2410,32,358,725,0,0,0,1481,13362,6374
2014,1,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,134,2368,1591,191,2776,744,2579,40470,11,0,0,0,2904,45614,2346
2014,1,15257,"Poudre Valley R  E  A, Inc",CO,Cooperative,Final,4535.601,41056.154,31514,623.484,5533.454,3537,4793.358,56244.294,548,0,0,0,9952.443,102833.902,35599
2014,1,15466,Public Service Co of Colorado,CO,Investor Owned,Final,96499.213,876895,1189178,97106.639,1069426,209412,35806.817,548308,328,630.687,5886,1,230043.356,2500515,1398919
2014,1,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,1225,8843,8364,522,4175,1286,308,421,2629,0,0,0,2055,13439,12279
2014,1,19499,"United Power, Inc",CO,Cooperative,Final,7640.839,63775.01,62281,4902.197,46836.324,9255,1568.319,17246.044,638,0,0,0,14111.355,127857.378,72174
2014,1,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0,0,0,193.358,5843.518,11,0,0,0,0,0,0,193.358,5843.518,11
2014,1,27058,"High West Energy, Inc",CO,Cooperative,Final,81,714,615,32,300,19,285,2681,298,0,0,0,398,3695,932
2014,1,56146,Black Hills/Colorado Elec.Util,CO,Investor Owned,Final,8778.457,58883,82486,8414.18,67649.43,11665,2502.059,25744.79,62,0,0,0,19694.696,152277.22,94213
2014,1,88888,Total EPM,CO,,Final,194690.804,1698306.706,2182658,151865.905,1639048.054,358303,83241.767,1179153.296,18060,630.661,5886,1,430429.137,4522394.056,2559022
2014,1,0,Adjustment 2014,CT,,Final,121488.869,600577.65,613034,143464.4,845501.76,73493,27650.464,210175.99,2595,374.798,223.203,6,292978.531,1656478.603,689128
2014,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,103568.013,617179.881,661692,31253.769,202630.238,57900,4226.156,28026.911,1548,2966.925,15186.389,1,142014.863,863023.419,721141
2014,1,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,1785.18,11709.416,11239,1478.334,10555.656,1573,2480.353,19541.23,14,0,0,0,5743.867,41806.302,12826
2014,1,19497,United Illuminating Co,CT,Investor Owned,Final,22791,111210,149280,7847,50113,13868,802,7462,332,0,0,0,31440,168785,163480
2014,1,20038,Town of Wallingford - (CT),CT,Municipal,Final,2804.134,24456.546,21064,2295.97,20539.506,3638,1244.311,10870.442,24,0,0,0,6344.415,55866.494,24726
2014,1,88888,Total EPM,CT,,Final,252437.196,1365133.493,1456309,186339.473,1129340.16,150472,36403.284,276076.573,4513,3341.723,15409.592,7,478521.676,2785959.818,1611301
2014,1,0,Adjustment 2014,DC,,Final,4670.164,35801.035,33818,80098.103,632052.509,9237,1773.76,20478.364,1,2841.087,28848.619,1,89383.114,717180.527,43057
2014,1,15270,Potomac Electric Power Co,DC,Investor Owned,Final,22871.679,182880.503,204708,13288.592,104845.77,17321,0,0,0,0,0,0,36160.271,287726.273,222029
2014,1,88888,Total EPM,DC,,Final,27541.843,218681.538,238526,93386.695,736898.279,26558,1773.76,20478.364,1,2841.087,28848.619,1,125543.385,1004906.8,265086
2014,1,0,Adjustment 2014,DE,,Final,9232.779,67682.95,52643,26531.571,248973.143,14180,15331.289,143218.14,659,0,0,0,51095.639,459874.233,67482
2014,1,5027,Delmarva Power,DE,Investor Owned,Final,40093.45,312584.263,245143,8818.145,78582.888,23674,232.009,2404.05,107,0,0,0,49143.604,393571.201,268924
2014,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,11403,111072,77849,1861,18469,9038,0,0,0,0,0,0,13264,129541,86887
2014,1,5335,City of Dover - (DE),DE,Municipal,Final,2351,18678,19997,2123,18437,3391,1882,20458,40,0,0,0,6356,57573,23428
2014,1,13519,City of Newark - (DE),DE,Municipal,Final,1156,7887,10076,791,5938,1429,1805,16769,53,0,0,0,3752,30594,11558
2014,1,88888,Total EPM,DE,,Final,64236.229,517904.213,405708,40124.716,370400.031,51712,19250.298,182849.19,859,0,0,0,123611.243,1071153.434,458279
2014,1,0,Adjustment 2014,FL,,Final,266217.793,2346106.743,1806104,132841.546,1266396.178,262148,26018.117,304471.899,4215,-0.24,-4.129,0,425077.216,3916970.691,2072467
2014,1,6452,Florida Power & Light Co,FL,Investor Owned,Final,451768,4010532,4103456,323828,3473691,522081,16216,230689,9620,682,7375,1,792494,7722287,4635158
2014,1,6455,"Duke Energy Florida, Inc",FL,Investor Owned,Final,167702.596,1249022.432,1334901,88480.372,1110741.03,182067,23284.217,263190.297,2282,0,0,0,279467.185,2622953.759,1519250
2014,1,6457,Florida Public Utilities Co,FL,Investor Owned,Final,4184,30645,23727,2944,25132,7415,446,1470,2,0,0,0,7574,57247,31144
2014,1,7801,Gulf Power Co,FL,Investor Owned,Final,65437,510210,384421,32566,303928,55104,9829,134319,259,0,0,0,107832,948457,439784
2014,1,9617,JEA,FL,Municipal,Final,60642.046,503172.483,380968,42772.248,339726.956,51550,13360.44,228934.472,216,30.077,309.236,1,116804.811,1072143.147,432735
2014,1,18454,Tampa Electric Co,FL,Investor Owned,Final,75803.55,649480.779,618941,62805.984,615438.856,80280,13571.235,158974.03,1562,0,0,0,152180.769,1423893.665,700783
2014,1,88888,Total EPM,FL,,Final,1091754.985,9299169.437,8652518,686238.15,7135054.02,1160645,102725.009,1322048.698,18156,711.837,7680.107,2,1881429.981,17763952.262,9831321
2014,1,0,Adjustment 2014,GA,,Final,257336.49,2515232.078,1644112,92961.138,891591.861,198495,41086.749,594323.198,10450,-0.027,-0.004,0,391384.35,4001147.133,1853057
2014,1,3408,City of Chattanooga - (TN),GA,Municipal,Final,1914,19443,9505,442,4037,1231,27,272,1,0,0,0,2383,23752,10737
2014,1,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,22021,218466,175335,9836,98765,20770,1105,15448,84,0,0,0,32962,332679,196189
2014,1,7140,Georgia Power Co,GA,Investor Owned,Final,367445.289,3132145.601,2084101,318954.24,2883236.418,307040,139802.409,1919010.992,9170,1363.489,15205.847,1,827565.427,7949598.858,2400312
2014,1,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,Final,29513,338246,191666,12516,124979,20706,3832,56196,180,0,0,0,45861,519421,212552
2014,1,88888,Total EPM,GA,,Final,678229.779,6223532.679,4104719,434709.378,4002609.279,548242,185853.158,2585250.19,19885,1363.462,15205.843,1,1300155.777,12826597.991,4672847
2014,1,0,Adjustment 2014,HI,,Final,680.196,3600.116,8,147.893,1253.542,-328,151.536,596.104,1,0,0,0,979.625,5449.762,-319
2014,1,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,Final,14942.801,35559.044,69815,13995.131,34009.007,12835,7074.341,19940.23,80,0,0,0,36012.273,89508.281,82730
2014,1,10071,Kauai Island Utility Cooperative,HI,Cooperative,Final,6367.239,14350.033,28510,4159.563,9379.415,4622,5342.235,13123.623,125,0,0,0,15869.037,36853.071,33257
2014,1,11843,Maui Electric Co Ltd,HI,Investor Owned,Final,13038.579,34031.865,59440,11361.073,28953.727,10036,10577.281,30096.899,135,0,0,0,34976.933,93082.491,69611
2014,1,19547,Hawaiian Electric Co Inc,HI,Investor Owned,Final,47778.563,135673.985,265953,58144.946,178687.423,33388,66076.013,225798.179,351,0,0,0,171999.522,540159.587,299692
2014,1,88888,Total EPM,HI,,Final,82807.378,223215.043,423726,87808.606,252283.114,60553,89221.406,289555.035,692,0,0,0,259837.39,765053.192,484971
2014,1,0,Adjustment 2014,IA,,Final,60849.425,587163.091,372893,25820.877,301028.19,56924,20575.753,309526.887,3706,0,0,0,107246.055,1197718.168,433523
2014,1,471,Amana Society Service Co,IA,Investor Owned,Final,85,723,707,78,736,180,459,5763,1,0,0,0,622,7222,888
2014,1,9417,Interstate Power and Light Co,IA,Investor Owned,Final,52641,443990,409730,32354,348688,74792,34471,553600,2625,0,0,0,119466,1346278,487147
2014,1,12341,MidAmerican Energy Co,IA,Investor Owned,Final,51877.256,656050.187,561659,30991.711,477517.594,90371,29701.211,711574.869,1477,0,0,0,112570.178,1845142.65,653507
2014,1,88888,Total EPM,IA,,Final,165452.681,1687926.278,1344989,89244.588,1127969.784,222267,85206.964,1580464.756,7809,0,0,0,339904.233,4396360.818,1575065
2014,1,0,Adjustment 2014,ID,,Final,8313.382,104051.456,61021,2394.083,36999.822,8468,1241.09,25974.198,1916,0,0,0,11948.555,167025.476,71405
2014,1,1738,Bonneville Power Administration,ID,Federal,Final,0,0,0,0,0,0,0.061,1320.229,1,0,0,0,0.061,1320.229,1
2014,1,9187,City of Idaho Falls - (ID),ID,Municipal,Final,2809,41278,22687,1665,27970,3769,387,8207,7,0,0,0,4861,77455,26463
2014,1,9191,Idaho Power Co,ID,Investor Owned,Final,52610.26,552432.882,409115,24091.708,346587.453,63348,14214.72,265998.236,17742,0,0,0,90916.688,1165018.571,490205
2014,1,10454,Kootenai Electric Cooperative,ID,Cooperative,Final,2929.094,33393.577,20893,795.708,9032.644,1778,106.364,2397.181,45,0,0,0,3831.166,44823.402,22716
2014,1,11273,Lower Valley Energy Inc,ID,Cooperative,Final,110,1929,1275,19,325,380,229,5853,38,0,0,0,358,8107,1693
2014,1,12692,"Missoula Electric Coop, Inc",ID,Cooperative,Final,5.653,58.434,37,7.709,98.371,20,0,0,0,0,0,0,13.362,156.805,57
2014,1,14354,PacifiCorp,ID,Investor Owned,Final,7180.282,74086.952,59457,3703.797,44241.653,8479,9150.042,150657.451,5562,0,0,0,20034.121,268986.056,73498
2014,1,16565,Salmon River Electric Coop Inc,ID,Cooperative,Final,294,4131,2156,133,2179,452,586,19143,2,0,0,0,1013,25453,2610
2014,1,20169,Avista Corp,ID,Investor Owned,Final,12211.309,134543.947,108371,7737.606,89115.305,17084,4105.333,75892.359,454,0,0,0,24054.248,299551.611,125909
2014,1,22814,Raft Rural Elec Coop Inc,ID,Cooperative,Final,205.972,2854.382,1280,188.202,3571.582,321,2.826,50.576,907,0,0,0,397,6476.54,2508
2014,1,88888,Total EPM,ID,,Final,86668.952,948759.63,686292,40735.813,560120.83,104099,30022.436,555493.23,26674,0,0,0,157427.201,2064373.69,817065
2014,1,0,Adjustment 2014,IL,,Final,356931.603,3366748.343,3586584,318962.151,3573491.116,382562,240566.799,3473732.927,5396,3746.019,61504.414,3,920206.572,10475476.8,3974545
2014,1,4110,Commonwealth Edison Co,IL,Investor Owned,Final,90151.649,863923.534,1085873,71631.909,745076.835,143191,8979.236,102994.157,136,0,0,0,170762.794,1711994.526,1229200
2014,1,12341,MidAmerican Energy Co,IL,Investor Owned,Final,5263.046,73304.289,75926,3653.61,54396.495,9138,2352.385,51576.643,103,0,0,0,11269.041,179277.427,85167
2014,1,13032,Mt Carmel Public Utility Co,IL,Investor Owned,Final,685,5833,4433,182,1474,814,272,2630,100,0,0,0,1139,9937,5347
2014,1,56697,Ameren Illinois Company,IL,Investor Owned,Final,42188.197,481401.261,384079,22013.69,266694.103,62616,8396.814,147529.957,359,0,0,0,72598.701,895625.321,447054
2014,1,88888,Total EPM,IL,,Final,495219.495,4791210.427,5136895,416443.36,4641132.549,598321,260567.234,3778463.684,6094,3746.019,61504.414,3,1175976.108,13272311.074,5741313
2014,1,0,Adjustment 2014,IN,,Final,120100.469,1061134.204,733036,36149.987,368392.462,71078,48100.541,605889.952,3996,0.039,-0.139,0,204351.036,2035416.479,808110
2014,1,261,AGC Division of APG Inc,IN,Investor Owned,Final,0,0,0,0,0,0,15688.884,388226,1,0,0,0,15688.884,388226,1
2014,1,9273,Indianapolis Power & Light Co,IN,Investor Owned,Final,55840.029,736390.262,425299,21774.876,221146.994,48250,42062.805,540961.764,4803,0,0,0,119677.71,1498499.02,478352
2014,1,9324,Indiana Michigan Power Co,IN,Investor Owned,Final,57999.882,595853.126,401548,25865.618,369055.395,53728,30333.72,501056.212,4037,0,0,0,114199.22,1465964.733,459313
2014,1,13756,Northern Indiana Pub Serv Co,IN,Investor Owned,Final,43859.951,358316.381,402879,35638.095,315614.833,55180,60783.546,868643.22,2372,211.009,2287.25,1,140492.601,1544861.684,460432
2014,1,15470,Duke Energy Indiana Inc,IN,Investor Owned,Final,117778.029,1125763.202,697478,68214.009,717436.337,101834,66280.101,870973.143,2711,0,0,0,252272.139,2714172.682,802023
2014,1,17633,Southern Indiana Gas & Elec Co,IN,Investor Owned,Final,22887.491,169772.616,128693,13817.429,115582.866,18528,16434.096,218909.657,117,0,0,0,53139.016,504265.139,147338
2014,1,88888,Total EPM,IN,,Final,418465.851,4047229.791,2788933,201460.014,2107228.887,348598,279683.693,3994659.948,18037,211.048,2287.111,1,899820.606,10151405.737,3155569
2014,1,0,Adjustment 2014,KS,,Final,39883.938,332419.727,300650,27147.413,240720.973,89972,22636.86,276941.527,13309,0,0,0,89668.211,850082.227,403931
2014,1,3892,City of Coffeyville - (KS),KS,Municipal,Final,539.137,5694.295,5225,692.107,6960.941,1033,3456.707,60720.69,8,0,0,0,4687.951,73375.926,6266
2014,1,5860,Empire District Electric Co,KS,Investor Owned,Final,1471.224,14047.184,8359,606.285,5379.199,1374,411.652,5154.464,48,0,0,0,2489.161,24580.847,9781
2014,1,9996,City of Kansas City - (KS),KS,Municipal,Final,5916,56921,56687,8441,92460,7090,3148,42095,92,0,0,0,17505,191476,63869
2014,1,10000,Kansas City Power & Light Co,KS,Investor Owned,Final,28878.136,287682.202,216330,23471.782,277447.455,27782,1859.045,21891.018,962,0,0,0,54208.963,587020.675,245074
2014,1,10005,Kansas Gas & Electric Co,KS,Investor Owned,Final,33871.59,308935.522,280790,23097.906,252556.487,36071,18461.892,278438.001,3537,0,0,0,75431.388,839930.01,320398
2014,1,12524,Midwest Energy Inc,KS,Cooperative,Final,3355.829,30434.383,29956,3517.233,31883.046,13070,5612.341,64518.751,6962,0,0,0,12485.403,126836.18,49988
2014,1,22500,Westar Energy Inc,KS,Investor Owned,Final,39045.571,356811.332,322623,33858.921,376076.837,48320,12889.026,172207.797,1250,0,0,0,85793.518,905095.966,372193
2014,1,27000,WAPA-- Western Area Power Administration,KS,Federal,Final,0,0,0,81.065,1985.586,4,0,0,0,0,0,0,81.065,1985.586,4
2014,1,88888,Total EPM,KS,,Final,152961.425,1392945.645,1220620,120913.712,1285470.524,224716,68475.523,921967.248,26168,0,0,0,342350.66,3600383.417,1471504
2014,1,0,Adjustment 2014,KY,,Final,107716.608,1075618.841,701426,37116.848,382111.084,83326,30868.854,460436.35,1582,0,0,0,175702.31,1918166.275,786334
2014,1,5748,Electric Energy Inc,KY,Investor Owned,Final,0,0,0,165.954,3720,1,0,0,0,0,0,0,165.954,3720,1
2014,1,9964,Kenergy Corp,KY,Cooperative,Final,8758,94198,45248,3065,32964,10578,45257,728478,36,0,0,0,57080,855640,55862
2014,1,10171,Kentucky Utilities Co,KY,Investor Owned,Final,81085,921189,422477,46699,546078,88992,34106,589885,2859,0,0,0,161890,2057152,514328
2014,1,11249,Louisville Gas & Electric Co,KY,Investor Owned,Final,41523,427601,350287,36422,422998,46923,13643,206149,440,0,0,0,91588,1056748,397650
2014,1,14724,Pennyrile Rural Electric Coop,KY,Cooperative,Final,7756,74608,41968,2734,24643,5100,1557,23446,24,0,0,0,12047,122697,47092
2014,1,17564,South Kentucky Rural E C C,KY,Cooperative,Final,10916.557,105932.322,60606,1013.808,8324.426,5079,2641.103,30224.395,560,0,0,0,14571.468,144481.143,66245
2014,1,18642,Tennessee Valley Authority,KY,Federal,Final,0,0,0,0,0,0,12997,280247,17,0,0,0,12997,280247,17
2014,1,19446,Duke Energy Kentucky,KY,Investor Owned,Final,14406.853,171794.837,122666,12453.894,163145.015,15191,4559.487,69367.592,376,0,0,0,31420.234,404307.444,138233
2014,1,20130,Warren Rural Elec Coop Corp,KY,Cooperative,Final,9676,98210,51172,3503,32155,10499,3259,49823,38,0,0,0,16438,180188,61709
