UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2017,1,4958,Decatur Utilities,AL,Municipal,Final,2703,30467,22511,2345,25491,4035,2338,42473,11,0,0,0,7386,98431,26557
2017,1,6422,City of Florence - (AL),AL,Municipal,Final,6316.836,62901.27,40246,3592.896,32531.48,8059,903.695,12452.154,770,0,0,0,10813.427,107884.904,49075
2017,1,9094,City of Huntsville - (AL),AL,Municipal,Final,23537,239083,158146,16228,168103,21406,2802,44050,31,0,0,0,42567,451236,179583
2017,1,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,6462,56871,34866,2743,22143,8239,3480,62349,20,0,0,0,12685,141363,43125
2017,1,17252,Singing River Elec Pwr Assn,AL,Cooperative,Final,41.805,372.129,311,4.518,39.331,17,0,0,0,0,0,0,46.323,411.46,328
2017,1,18642,Tennessee Valley Authority,AL,Federal,Final,0,0,0,2525,34719,1,18587,438524,10,0,0,0,21112,473243,11
2017,1,88888,Total EPM,AL,,Final,320884.506,2665874.189,2205307,204489.21,1785803.359,369259,158753.597,2748639.901,7994,0,0,0,684127.313,7200317.449,2582560
2017,1,0,Adjustment 2017,AR,,Final,39688.144,415066.318,372883,17410.338,198254.453,47069,16237.933,234099.631,8333,-0.019,-0.174,0,73336.396,847420.228,428285
2017,1,814,Entergy Arkansas Inc,AR,Investor Owned,Final,71883.243,793154.625,589926,37906.87,484711.358,93523,31279.86,530314.884,23823,0.37,1.92,1,141070.343,1808182.787,707273
2017,1,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,7725.477,71889.908,50712,1374.15,12636.17,3734,1221.148,22858.627,23,0,0,0,10320.775,107384.705,54469
2017,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,10069.758,105929.808,78887,2309.545,27679.725,5582,1468.322,24244.631,42,0,0,0,13847.625,157854.164,84511
2017,1,5860,Empire District Electric Co,AR,Investor Owned,Final,455.28,4051.312,3696,238.651,2801.506,789,411.535,6698.432,9,0,0,0,1105.466,13551.25,4494
2017,1,6342,First Electric Coop Corp,AR,Cooperative,Final,12225.06,125955.094,85428,1606.546,15935.029,5766,1909.1,34128.471,917,0,0,0,15740.706,176018.594,92111
2017,1,12681,Mississippi County Electric Co,AR,Cooperative,Final,335.776,6059.81,3334,97.06,1651.693,700,12664.965,275463.629,796,0,0,0,13097.801,283175.132,4830
2017,1,13718,City of North Little Rock - (AR),AR,Municipal,Final,2843,28094,33500,2024,19873,4974,1442,17994,134,3,25,1,6312,65986,38609
2017,1,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,Final,4697.259,69754.38,55398,4618.342,64736.952,10782,3978.652,71742.481,380,0,0,0,13294.253,206233.813,66560
2017,1,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,9618,110645,99833,7384,100814,17932,5713,96477,595,0,0,0,22715,307936,118360
2017,1,88888,Total EPM,AR,,Final,159540.997,1730600.255,1373597,74969.502,929093.886,190851,76326.515,1314021.786,35052,3.351,26.746,2,310840.365,3973742.673,1599502
2017,1,0,Adjustment 2017,AZ,,Final,14598.552,118484.444,128863,12400.91,134727.664,26174,6373.91,112276.683,3296,0.098,-0.222,0,33373.47,365488.569,158333
2017,1,176,Ajo Improvement Co,AZ,Investor Owned,Final,33.78,293,758,21.33,262,210,0,0,0,0,0,0,55.11,555,968
2017,1,803,Arizona Public Service Co,AZ,Investor Owned,Final,115581,955978,1079249,99525,923098,128375,15433,186336,4056,0,0,0,230539,2065412,1211680
2017,1,12919,Morenci Water and Electric,AZ,Investor Owned,Final,121.27,1429.3,2343,95.81,1197.2,329,9114.31,220747.5,2,0,0,0,9331.39,223374,2674
2017,1,13314,Navajo Tribal Utility Authority,AZ,State,Final,1746,15667,25842,2021,16215,3890,1209,12443,3,0,0,0,4976,44325,29735
2017,1,16572,Salt River Project,AZ,Political Subdivision,Final,85868,853449,930840,64779,813432,101054,15688,311544,50,35,437,1,166370,1978862,1031945
2017,1,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,4455.35,31621.8,42920,1727.92,12262.92,2403,249.06,3530.77,30,0,0,0,6432.33,47415.49,45353
2017,1,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,7730.404,72863.384,84163,5114.546,48595.324,11481,874.299,11024.373,7,0,0,0,13719.249,132483.081,95651
2017,1,21538,"Mohave Electric Cooperative, I",AZ,Cooperative,Final,2763.4,25609.3,36368,1432.9,15122.7,4131,424.9,6344.7,21,0,0,0,4621.2,47076.7,40520
2017,1,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,28490.375,266215.489,380586,16027.064,145482.439,40373,17165.516,244276.214,567,13.559,127.03,1,61696.514,656101.172,421527
2017,1,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,20.511,240,313,174.16,2323,118,3.298,45,29,0,0,0,197.969,2608,460
2017,1,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0,0,0,363.451,15626.172,21,222.177,14569.239,8,0,0,0,585.628,30195.411,29
2017,1,57313,SolarCity Corporation,AZ,Behind the Meter,Final,3914.232,21861.331,34874,478.698,4645.115,542,0,0,0,0,0,0,4392.93,26506.446,35416
2017,1,59086,"Constellation Solar Holding, LLC",AZ,Behind the Meter,Final,0,0,0,373.284,3570.772,9,0,0,0,0,0,0,373.284,3570.772,9
2017,1,59139,SunEdison LLC,AZ,Behind the Meter,Final,82.105,387.951,621,172.476,1827.102,56,0,0,0,0,0,0,254.581,2215.053,677
2017,1,59558,"OneRoof Energy, Inc.",AZ,Behind the Meter,Final,16.135,115.566,153,0,0,0,0,0,0,0,0,0,16.135,115.566,153
2017,1,59579,Sunnova,AZ,Behind the Meter,Final,198.203,813.288,1335,0,0,0,0,0,0,0,0,0,198.203,813.288,1335
2017,1,59580,"SunPower Capital, LLC",AZ,Behind the Meter,Final,562.87,5301.96,5201,0,0,0,0,0,0,0,0,0,562.87,5301.96,5201
2017,1,59624,"Vivint Solar, Inc.",AZ,Behind the Meter,Final,300.62,2080.472,2742,0,0,0,0,0,0,0,0,0,300.62,2080.472,2742
2017,1,59647,Sunrun Inc.,AZ,Behind the Meter,Final,714.674,3419.39,5198,0,0,0,0,0,0,0,0,0,714.674,3419.39,5198
2017,1,59738,"SunPower Capital Services, LLC",AZ,Behind the Meter,Final,148.429,1081.11,1135,0,0,0,0,0,0,0,0,0,148.429,1081.11,1135
2017,1,59943,Spruce Finance,AZ,Behind the Meter,Final,73.063,397.518,619,0,0,0,0,0,0,0,0,0,73.063,397.518,619
2017,1,60025,Greenbacker Renewable Energy Corporation,AZ,Behind the Meter,Final,0,0,0,6.71,110.06,4,0,0,0,0,0,0,6.71,110.06,4
2017,1,88888,Total EPM,AZ,,Final,267418.973,2377309.303,2764123,204714.259,2138497.468,319170,66757.47,1123137.479,8069,48.657,563.808,2,538939.359,5639508.058,3091364
2017,1,0,Adjustment 2017,CA,,Final,125933.441,689766.202,989117,259921.862,2029742.627,225190,121177.97,1288934.745,4063,1691.442,32146.081,1,508724.715,4040589.655,1218371
2017,1,4390,City of Corona - (CA),CA,Municipal,Final,64.43,427.29,987,417.64,3347.486,490,214.567,1936.631,8,0,0,0,696.637,5711.407,1485
2017,1,9216,Imperial Irrigation District,CA,Political Subdivision,Final,12822,97555,135600,13923,110072,21759,773,4533,847,0,0,0,27518,212160,158206
2017,1,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,106061.618,679540.237,1328056,145392.22,1002387.266,87707,14823.995,113280.308,9183,1577.122,11700.393,2,267854.955,1806908.204,1424948
2017,1,12745,Modesto Irrigation District,CA,Political Subdivision,Final,12779.993,76364.026,97534,8353.974,62144.312,23971,5334.897,55539.718,156,0,0,0,26468.864,194048.056,121661
2017,1,14328,Pacific Gas & Electric Co.,CA,Investor Owned,Final,522513,2517763,4250257,340259,2007595,481978,117084,917740,90569,0,0,0,979856,5443098,4822804
2017,1,14354,PacifiCorp,CA,Investor Owned,Final,7084.508,44801.12,35721,3407.833,22980.457,7413,611.487,5362.31,1948,0,0,0,11103.828,73143.887,45082
2017,1,14534,City of Pasadena - (CA),CA,Municipal,Final,5089.895,28280.901,55620,8821.527,54282.925,8477,0,0,0,98.712,720.782,1,14010.134,83284.608,64098
2017,1,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,61127.591,470407.951,552625,35132.111,276793.017,67400,13465.33,140832.958,2584,279.159,2635.833,1,110004.191,890669.759,622610
2017,1,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,133250.162,631268.524,1276429,98922.159,529196.304,153261,25295.979,172819.183,451,660.401,4940,6,258128.701,1338224.011,1430147
2017,1,16612,City & County of San Francisco,CA,Municipal,Final,12.04,58.22,207,7571.96,73046.53,2752,27.99,639.11,1,627.54,8657.56,1,8239.53,82401.42,2961
2017,1,16655,City of Santa Clara - (CA),CA,Municipal,Final,3250.188,27429.477,46583,1352.776,8195.872,6230,27102.05,241512.517,1635,13.771,70.544,1,31718.785,277208.41,54449
2017,1,17609,Southern California Edison Co,CA,Investor Owned,Final,436496.98,2524034.069,4372476,332106.309,2794718.081,576379,37733.568,396356.1,31009,626,4781,1,806962.857,5719889.25,4979865
2017,1,17612,Bear Valley Electric Service,CA,Investor Owned,Final,2522.087,9209.792,22409,960.158,3472.564,1508,620.763,3647.976,7,0,0,0,4103.008,16330.332,23924
2017,1,18260,Surprise Valley Electrification,CA,Cooperative,Final,394.493,5036.756,2821,99.756,1213.699,898,40.609,501.25,885,0,0,0,534.858,6751.705,4604
2017,1,19281,Turlock Irrigation District,CA,Political Subdivision,Final,9462,62746,73300,2609,20295,24193,7565,68015,4085,0,0,0,19636,151056,101578
2017,1,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,1.49,11.2,12,0.1,0.384,2,0.086,0.951,30,0,0,0,1.676,12.535,44
2017,1,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0,0,0,3078.266,99472.132,35,2497.464,135303.451,46,19.519,745,1,5595.249,235520.583,82
2017,1,57313,SolarCity Corporation,CA,Behind the Meter,Final,9600.491,42803.572,126475,1444.165,11178.863,3065,0,0,0,0,0,0,11044.656,53982.435,129540
2017,1,59086,"Constellation Solar Holding, LLC",CA,Behind the Meter,Final,0,0,0,332.247,2130.605,14,10.464,74.739,2,0,0,0,342.711,2205.344,16
2017,1,59139,SunEdison LLC,CA,Behind the Meter,Final,168.7,717.819,1656,616.934,4098.178,210,0,0,0,0,0,0,785.634,4815.997,1866
2017,1,59557,RGS Energy,CA,Behind the Meter,Final,6.325,22.651,42,0,0,0,0,0,0,0,0,0,6.325,22.651,42
2017,1,59558,"OneRoof Energy, Inc.",CA,Behind the Meter,Final,53.363,244.301,731,0,0,0,0,0,0,0,0,0,53.363,244.301,731
2017,1,59579,Sunnova,CA,Behind the Meter,Final,1103.425,4083.122,9563,0,0,0,0,0,0,0,0,0,1103.425,4083.122,9563
2017,1,59580,"SunPower Capital, LLC",CA,Behind the Meter,Final,3686.18,15067.23,23978,0,0,0,0,0,0,0,0,0,3686.18,15067.23,23978
2017,1,59622,"Ahana Renewables, LLC",CA,Behind the Meter,Final,0,0,0,367.94,1358.15,33,0,0,0,0,0,0,367.94,1358.15,33
2017,1,59624,"Vivint Solar, Inc.",CA,Behind the Meter,Final,1943.05,12506.571,36409,0,0,0,0,0,0,0,0,0,1943.05,12506.571,36409
2017,1,59647,Sunrun Inc.,CA,Behind the Meter,Final,6139.148,18878.129,45122,0,0,0,0,0,0,0,0,0,6139.148,18878.129,45122
2017,1,59738,"SunPower Capital Services, LLC",CA,Behind the Meter,Final,633.84,1903.79,3500,0,0,0,0,0,0,0,0,0,633.84,1903.79,3500
2017,1,59943,Spruce Finance,CA,Behind the Meter,Final,947.635,4937.052,11496,0,0,0,0,0,0,0,0,0,947.635,4937.052,11496
2017,1,60025,Greenbacker Renewable Energy Corporation,CA,Behind the Meter,Final,0,0,0,12.37,97.6,4,0,0,0,0,0,0,12.37,97.6,4
2017,1,88888,Total EPM,CA,,Final,1463148.073,7965864.002,13498726,1265103.307,9117819.052,1692969,374379.219,3547029.947,147509,5593.666,66397.193,15,3108224.265,20697110.194,15339219
2017,1,0,Adjustment 2017,CO,,Final,39121.566,312265.958,424724,26308.88,257643.35,71005,22930.908,295692.367,8838,0.003,-0.081,0,88361.357,865601.594,504567
2017,1,3989,City of Colorado Springs - (CO),CO,Municipal,Final,18172.374,145751,191899,8343.181,98440,32668,12616.478,164389,1616,0,0,0,39132.033,408580,226183
2017,1,6604,City of Fort Collins - (CO),CO,Municipal,Final,5083.285,50788.148,63168,3492.139,44149.884,8546,2509.789,39895.485,12,0,0,0,11085.213,134833.517,71726
2017,1,9336,Intermountain Rural Elec Assn,CO,Cooperative,Final,17995,139706,138867,5984,53150,12454,747,8641,59,0,0,0,24726,201497,151380
2017,1,10066,K C Electric Association,CO,Cooperative,Final,510,4076,3270,819,7336,2470,7,50,728,0,0,0,1336,11462,6468
2017,1,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,134.056,1850.793,1500,196.704,2657.804,658,2522.342,38863.28,76,0,0,0,2853.102,43371.877,2234
2017,1,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,4883.29,43445.288,35151,2345.582,20389.208,4146,2986.327,40555.238,219,0,0,0,10215.199,104389.734,39516
2017,1,15466,Public Service Co of Colorado,CO,Investor Owned,Final,95089.235,886994,1237374,94683.542,1107244,213455,28835.491,479079,334,608.862,5938,1,219217.13,2479255,1451164
2017,1,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,1219,8065,8466,601,4528,1376,395,482,2625,0,0,0,2215,13075,12467
2017,1,19499,"United Power, Inc",CO,Cooperative,Final,8110.985,69601.27,70155,3941.844,39014.146,9388,5864.775,79643.853,697,0,0,0,17917.604,188259.269,80240
2017,1,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0,0,0,209.261,6454.857,11,9.719,379.105,8,0,0,0,218.98,6833.962,19
2017,1,27058,"High West Energy, Inc",CO,Cooperative,Final,87,710,633,33,316,19,917,7451,324,0,0,0,1037,8477,976
2017,1,56146,Black Hills/Colorado Elec.Util,CO,Investor Owned,Final,9062.84,57001,83807,9122,69686,11788,3283,27421,60,0,0,0,21467.84,154108,95655
2017,1,57313,SolarCity Corporation,CO,Behind the Meter,Final,552.824,3960.089,11524,104.366,873.609,953,0,0,0,0,0,0,657.19,4833.698,12477
2017,1,59139,SunEdison LLC,CO,Behind the Meter,Final,15.12,122.94,666,26.369,477.369,24,0.411,5.963,1,0,0,0,41.9,606.272,691
2017,1,59579,Sunnova,CO,Behind the Meter,Final,1.034,6.635,10,0,0,0,0,0,0,0,0,0,1.034,6.635,10
2017,1,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,29.226,239.32,430,0,0,0,0,0,0,0,0,0,29.226,239.32,430
2017,1,59647,Sunrun Inc.,CO,Behind the Meter,Final,179.129,838.526,2163,0,0,0,0,0,0,0,0,0,179.129,838.526,2163
2017,1,59738,"SunPower Capital Services, LLC",CO,Behind the Meter,Final,46.55,271.12,640,0,0,0,0,0,0,0,0,0,46.55,271.12,640
2017,1,59943,Spruce Finance,CO,Behind the Meter,Final,34.924,373.54,760,0,0,0,0,0,0,0,0,0,34.924,373.54,760
2017,1,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,0.36,3.43,10,9.02,187.29,27,0,0,0,0,0,0,9.38,190.72,37
2017,1,88888,Total EPM,CO,,Final,200327.798,1726070.057,2275217,156219.888,1712547.517,368988,83625.24,1182548.291,15597,608.865,5937.919,1,440781.791,4627103.784,2659803
2017,1,0,Adjustment 2017,CT,,Final,81534.987,399225.95,447109,128785.009,821045.319,69233,27584.801,205078.779,2447,1381.055,11633.961,2,239285.852,1436984.009,518791
2017,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,122701.438,675456.353,808320,24830.639,165252.232,63618,2137.858,14022.527,1621,0,0,0,149669.935,854731.112,873559
2017,1,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,1629.674,10597.381,11957,1353.061,9597.976,1597,1849.808,18998.296,15,0,0,0,4832.543,39193.653,13569
2017,1,19497,United Illuminating Co,CT,Investor Owned,Final,26545.467,113155.723,193293,6389.357,36277.628,12620,802.092,5060.534,287,127.369,1200,1,33864.285,155693.885,206201
2017,1,20038,Town of Wallingford - (CT),CT,Municipal,Final,2928.46,23106.937,21230,2231.919,18577.362,3611,1125.016,12228.652,26,0,0,0,6285.395,53912.951,24867
2017,1,57313,SolarCity Corporation,CT,Behind the Meter,Final,239.146,1721.237,7346,44.532,456.286,838,0,0,0,0,0,0,283.678,2177.523,8184
2017,1,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0,0,0,2.38,19.831,1,0.639,5.323,1,0,0,0,3.019,25.154,2
2017,1,59139,SunEdison LLC,CT,Behind the Meter,Final,1.171,9.627,37,12.815,95.985,17,0,0,0,0,0,0,13.986,105.612,54
2017,1,59558,"OneRoof Energy, Inc.",CT,Behind the Meter,Final,21.412,161.171,525,0,0,0,0,0,0,0,0,0,21.412,161.171,525
2017,1,59579,Sunnova,CT,Behind the Meter,Final,73.295,244.1,755,0,0,0,0,0,0,0,0,0,73.295,244.1,755
2017,1,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,5.87,31.37,43,0,0,0,0,0,0,0,0,0,5.87,31.37,43
2017,1,59624,"Vivint Solar, Inc.",CT,Behind the Meter,Final,30.36,224.325,995,0,0,0,0,0,0,0,0,0,30.36,224.325,995
2017,1,59647,Sunrun Inc.,CT,Behind the Meter,Final,235.476,541.111,2240,0,0,0,0,0,0,0,0,0,235.476,541.111,2240
2017,1,59943,Spruce Finance,CT,Behind the Meter,Final,13.249,92.323,146,0,0,0,0,0,0,0,0,0,13.249,92.323,146
2017,1,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,0,0,0,4.87,28.18,3,0,0,0,0,0,0,4.87,28.18,3
2017,1,88888,Total EPM,CT,,Final,235960.005,1224567.608,1493996,163654.582,1051350.799,151538,33500.214,255394.111,4397,1508.424,12833.961,3,434623.225,2544146.479,1649934
2017,1,0,Adjustment 2017,DC,,Final,7002.922,48228.839,38717,64327.685,576583.126,9594,1055.387,13148.448,1,2423.378,25266.173,3,74809.372,663226.586,48315
2017,1,15270,Potomac Electric Power Co,DC,Investor Owned,Final,20389.751,173256.25,226019,10974.951,89155.619,16443,0,0,0,0,0,0,31364.702,262411.869,242462
2017,1,57313,SolarCity Corporation,DC,Behind the Meter,Final,9.625,79.901,443,0,0,0,0,0,0,0,0,0,9.625,79.901,443
2017,1,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0,0,0,1.698,19.077,1,0,0,0,0,0,0,1.698,19.077,1
2017,1,59647,Sunrun Inc.,DC,Behind the Meter,Final,0.43,2.583,13,0,0,0,0,0,0,0,0,0,0.43,2.583,13
2017,1,88888,Total EPM,DC,,Final,27402.728,221567.573,265192,75304.334,665757.822,26038,1055.387,13148.448,1,2423.378,25266.173,3,106185.827,925740.016,291234
2017,1,0,Adjustment 2017,DE,,Final,8301.529,59087.592,55849,20343.085,227597.606,14199,10135.502,134575.181,671,0,0,0,38780.116,421260.379,70719
2017,1,5027,Delmarva Power,DE,Investor Owned,Final,33756.027,258768.475,250296,8239.22,76205.457,24490,128.59,2429.373,88,0,0,0,42123.837,337403.305,274874
2017,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,12517,112730,83314,2183,19792,9915,0,0,0,0,0,0,14700,132522,93229
2017,1,5335,City of Dover - (DE),DE,Municipal,Final,2327,18467,20124,2183,18436,3458,2152,22337,42,0,0,0,6662,59240,23624
2017,1,13519,City of Newark - (DE),DE,Municipal,Final,1354,8692,11259,855,5976,1439,1967,17791,56,0,0,0,4176,32459,12754
2017,1,57313,SolarCity Corporation,DE,Behind the Meter,Final,191.159,785.233,2225,1.306,23.787,1,0,0,0,0,0,0,192.465,809.02,2226
2017,1,59647,Sunrun Inc.,DE,Behind the Meter,Final,34.001,137.095,415,0,0,0,0,0,0,0,0,0,34.001,137.095,415
2017,1,88888,Total EPM,DE,,Final,58480.716,458667.395,423482,33804.611,348030.85,53502,14383.092,177132.554,857,0,0,0,106668.419,983830.799,477841
2017,1,0,Adjustment 2017,FL,,Final,235575.552,2159727.855,1890321,118650.224,1235256.449,262981,28510.942,340840.401,5072,-0.677,-11.797,0,382736.041,3735812.908,2158374
2017,1,6452,Florida Power & Light Co,FL,Investor Owned,Final,438121,3913420,4288822,315867,3512881,545045,16241,242069,11815,604,6920,1,770833,7675290,4845683
2017,1,6455,"Duke Energy Florida, LLC",FL,Investor Owned,Final,158490.476,1303272,1561404,95093.545,1057376,198593,17154.765,214150,2141,0,0,0,270738.786,2574798,1762138
2017,1,6457,Florida Public Utilities Co,FL,Investor Owned,Final,3539,22381,24372,3082,21015,7453,244,1590,2,0,0,0,6865,44986,31827
2017,1,7801,Gulf Power Co,FL,Investor Owned,Final,55251.783,384973.633,398839,32090.882,280890.556,56758,11169.006,132943.001,254,0,0,0,98511.671,798807.19,455851
2017,1,9617,JEA,FL,Municipal,Final,44424.93,394197.972,401737,30662.12,308975.355,55420,15800.94,195821.491,205,23.75,273.107,1,90911.74,899267.925,457363
2017,1,18454,Tampa Electric Co,FL,Investor Owned,Final,70956.295,647132.393,657582,58494.739,642571.876,83556,13976.94,185660.789,1620,0,0,0,143427.974,1475365.058,742758
2017,1,57313,SolarCity Corporation,FL,Behind the Meter,Final,21.953,277.473,447,0,0,0,0,0,0,0,0,0,21.953,277.473,447
2017,1,59139,SunEdison LLC,FL,Behind the Meter,Final,0,0,0,26.869,88.281,4,0,0,0,0,0,0,26.869,88.281,4
2017,1,60025,Greenbacker Renewable Energy Corporation,FL,Behind the Meter,Final,0,0,0,5.68,29.12,1,0,0,0,0,0,0,5.68,29.12,1
2017,1,88888,Total EPM,FL,,Final,1006380.989,8825382.326,9223524,653973.059,7059083.637,1209811,103097.593,1313074.682,21109,627.073,7181.31,2,1764078.714,17204721.955,10454446
2017,1,0,Adjustment 2017,GA,,Final,227002.853,2092064.091,1714389,90037.021,836214.053,210357,43055.625,632067.339,11765,-0.018,0.026,0,360095.481,3560345.509,1936511
2017,1,3408,City of Chattanooga - (TN),GA,Municipal,Final,1445,13270,9472,430,3508,1154,32,338,1,0,0,0,1907,17116,10627
2017,1,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,22889.301,186737.91,182245,10576.972,98345.767,21741,1225.606,15460.102,114,0,0,0,34691.879,300543.779,204100
2017,1,7140,Georgia Power Co,GA,Investor Owned,Final,243104.027,2170525.369,2157581,246423.295,2578323.589,314962,97861.97,1923510.84,10554,733.9,14882.029,1,588123.192,6687241.827,2483098
2017,1,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,Final,23622,275843,201342,12060,119828,21664,3758,58391,197,0,0,0,39440,454062,223203
2017,1,59139,SunEdison LLC,GA,Behind the Meter,Final,0,0,0,68.049,608.853,7,0,0,0,0,0,0,68.049,608.853,7
2017,1,88888,Total EPM,GA,,Final,518063.181,4738440.37,4265029,359595.337,3636828.262,569885,145933.201,2629767.281,22631,733.882,14882.055,1,1024325.601,11019917.968,4857546
2017,1,0,Adjustment 2017,HI,,Final,-1.789,-37.147,-12359,142.41,973.082,-1792,121.66,604.466,-2,0,0,0,262.281,1540.401,-14153
2017,1,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,Final,11865.078,36280.476,71951,9888.253,30595.421,13035,5211.617,19418.828,90,0,0,0,26964.948,86294.725,85076
2017,1,10071,Kauai Island Utility Cooperative,HI,Cooperative,Final,5070.776,14755.816,28672,3202.083,9295.755,4660,3946.043,12849.83,124,0,0,0,12218.902,36901.401,33456
2017,1,11843,Maui Electric Co Ltd,HI,Investor Owned,Final,9685.886,31947.353,60480,8758.081,28031.869,10260,8014.371,29101.774,140,0,0,0,26458.338,89080.996,70880
2017,1,19547,Hawaiian Electric Co Inc,HI,Investor Owned,Final,34275.144,129885.35,270576,39449.393,163149.954,33407,46236.995,223700.186,435,0,0,0,119961.532,516735.49,304418
2017,1,57313,SolarCity Corporation,HI,Behind the Meter,Final,295.745,1646.836,2307,248.513,2466.499,1849,0,0,0,0,0,0,544.258,4113.335,4156
2017,1,59139,SunEdison LLC,HI,Behind the Meter,Final,0,0,0,64.365,277.763,15,0,0,0,0,0,0,64.365,277.763,15
2017,1,59558,"OneRoof Energy, Inc.",HI,Behind the Meter,Final,26.781,192.842,292,0,0,0,0,0,0,0,0,0,26.781,192.842,292
